track_name,track_pop,artist,artist_pop,album,length,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,song_name,artist_name,total_likes_count,number_of_videos,number_of_videos_last_14days
BLOW,4,Rodezel,40,BLOW,187737,0.776,0.836,9.0,-4.507,1.0,0.149,0.0699,0.0,0.0242,0.765,145.964,6BGa2SsN3oZlKB7O8NZuAA,187737.0,4.0,"Rodezel, JCBG, Saibu - BLOW (Video Oficial)",Jan Carlo Bautista & Saibu & rodezel,14178116,1100000,0
Top Class Desi,43,JIMMY KALER,28,Top Class Desi,270602,0.911,0.834,1.0,-4.597,1.0,0.119,0.279,0.0,0.148,0.671,111.831,6CpGV0HSpsWYXiWO88Xs5D,270603.0,3.0,Top Class Desi | Jimmy Kaler | Gurlez Akhtar | Mista Baaz | Latest Punjabi Songs | New Punjabi Songs,JIMMY KALER,13719506,1100000,0
Arsch,11,PHANTA$Y,21,Arsch,124519,0.741,0.814,2.0,-5.059,1.0,0.156,0.166,3.89e-05,0.0578,0.855,92.947,1LeUA00HzfGFM67HdNFV8M,124519.0,4.0,original sound - Arsh🖤,Λ Ｒ⚡️Ｈ,62251971,1100000,0
Sex Sounds,80,Lil Tjay,80,True 2 Myself,162453,0.857,0.427,8.0,-8.638,1.0,0.112,0.281,0.0,0.108,0.366,130.033,5JtvedSVWW9McnoEAPJwQm,162453.0,4.0,Lil Tjay - Sex Sounds (Official Video),Lil Tjay,57996897,1100000,0
Dil Todya,61,Satbir Aujla,48,Dil Todya,152833,0.786,0.528,3.0,-4.561,0.0,0.0609,0.337,0.0,0.104,0.386,89.896,5XLGe55N7WuoXIgG60KR83,152833.0,4.0,Dil Todya : Satbir Aujla (Official Video) Rav Dhillon | Sharry Nexus | Punjabi Song 2020 | Geet MP3,Satbir Aujla,51869891,1100000,0
Wahran,63,RANDALL,45,Wahran,231114,0.517,0.753,0.0,-7.928,0.0,0.0515,0.0228,0.278,0.105,0.269,93.917,7xlrdBdz8TGSo0COvLHymc,231114.0,4.0,RANDALL - Wahran (Official Audio),RANDALL,50364333,1100000,0
Saibo,79,Sachin-Jigar,76,Shor in the City (Original Motion Picture Soundtrack),195253,0.619,0.429,2.0,-7.867,1.0,0.028,0.738,1.35e-05,0.136,0.545,90.058,6udC4b4jOSnHb9ItnXgKLR,195253.0,4.0,Saibo Remix | Shor in the City | Shreya Ghoshal AVS,Sachin Rai,48786306,1100000,0
Despeinada,59,Ozuna,86,Despeinada,224186,0.727,0.78,8.0,-3.807,1.0,0.0634,0.173,0.000995,0.131,0.748,166.02,71cbRI2v81hE6TkKSQOwik,224187.0,4.0,Ozuna x Camilo - Despeinada (Video Oficial),OZUNA & Camilo,48120025,1100000,0
Paagal,61,Badshah,73,Paagal,169906,0.687,0.854,11.0,-5.368,0.0,0.308,0.0619,0.000645,0.147,0.721,214.016,4gyPGtExOjj1rsByKW33LR,169907.0,4.0,Badshah - Paagal,badshah,44382489,1100000,0
Good Time,0,Owl City,67,The Midsummer Station,205933,0.554,0.878,3.0,-4.271,1.0,0.134,0.0216,5.76e-06,0.362,0.682,126.045,5w6TVvv71F8px5cObg2xnx,205933.0,4.0,Owl City & Carly Rae Jepsen - Good Time (Official Video),Carly Rae Jepsen & Owl City,44232206,1100000,0
Run Free,67,Deep Chills,58,Run Free,170562,0.727,0.69,7.0,-4.559,1.0,0.0345,0.202,3.27e-06,0.414,0.699,100.002,1oIdcFtf58sZbS7QyZQJ2P,170562.0,4.0,Deep Chills - Run Free (Official Lyric Video) [TikTok Edition],Deep Chills,125014852,1100000,0
Session en el Barrio #4,56,Gusty dj,61,Session en el Barrio #4,152176,0.893,0.655,4.0,-4.996,1.0,0.212,0.0378,0.0,0.593,0.515,96.984,1YvhaUhTLCXsVuOiEbVFgq,152176.0,4.0,GUSTY DJ | @SalasTkBron  - Session en el barrio #4,GUSTY DJ 🎵,122067123,1100000,0
No Lie,0,Sean Paul,79,No Lie,221176,0.741,0.891,7.0,-2.824,1.0,0.119,0.0437,0.0,0.256,0.449,102.002,3cFsmM51N5zMAuu1nNY4Tw,221176.0,4.0,Sean Paul - No Lie ft. Dua Lipa,Sean Paul & Dua Lipa,108696408,1100000,0
SOLO,76,JENNIE,66,SOLO,169566,0.751,0.642,3.0,-5.165,0.0,0.087,0.0861,0.0,0.0953,0.388,95.045,2wVDWtLKXunswWecARNILj,169567.0,4.0,JENNIE - 'SOLO' M/V,제니 (JENNIE),104678166,1100000,0
Swing,40,Zero 7,55,Yeah Ghost (Deluxe),237600,0.574,0.579,5.0,-7.806,1.0,0.0274,0.22,3.6e-06,0.0581,0.306,145.922,0aKC4nygNhLyLzSwCVnaXb,237600.0,3.0,Swing Soon,Zero3 Music,93550469,1100000,0
Friendships,2,Pascal Letoublon,57,Friendships,242015,0.726,0.78,11.0,-6.312,0.0,0.0414,0.137,0.914,0.0985,0.0742,119.991,3S2XkZJH5P3AqYk8ChYsWB,242016.0,4.0,Friendships (Original Mix),杨邪,92391753,1100000,0
BICHOTA,0,KAROL G,87,Latin Gaming Music,178946,0.863,0.666,1.0,-4.158,0.0,0.152,0.212,0.000493,0.103,0.838,163.908,7L7o1MxvNBqdqlLBR2hcD1,178947.0,4.0,KAROL G - BICHOTA (Official Video),Karol G,91271782,1100000,0
Hall of Fame (feat. will.i.am),31,The Script,71,Mother's Day Songs,201240,0.455,0.837,10.0,-5.762,1.0,0.0548,0.0685,0.0,0.122,0.62,84.747,1KxFG8U5M4nAuHlpiKYkca,201240.0,4.0,The Script - Hall of Fame (Official Video) ft. will.i.am,The Script & will.i.am,75044166,1100000,0
Hold On (feat. Cheat Codes) - 2020 Edit,52,MOGUAI,53,Hold On (feat. Cheat Codes) [2020 Edit],144909,0.622,0.802,9.0,-4.969,0.0,0.167,0.17,0.0,0.263,0.764,124.859,2FGh2ref26EwA3Z5st5oHb,144910.0,4.0,MOGUAI ft. CHEAT CODES - Hold On (Official Music Video),MOGUAI & Cheat Codes,186015968,1100000,0
Right Foot Creep,69,YoungBoy Never Broke Again,81,Top,159085,0.725,0.79,3.0,-4.773,0.0,0.327,0.346,0.0,0.195,0.815,157.99,6FiySur7YZL0Kff2YVGsEB,159086.0,4.0,Right Foot Creep,TOPVIEW,176015756,1100000,0
Moriré,0,La Factoria,63,Carrete Veraniego,208386,0.583,0.751,2.0,-6.444,1.0,0.0353,0.149,0.0,0.484,0.331,94.857,7eniJpv30uu8CPko9YgU1a,208387.0,4.0,La Factoría - Moriré [Video Oficial],La Factoria,173826549,1100000,0
Coño,20,Jason Derulo,77,TikTok Songs,111852,0.899,0.528,9.0,-5.442,1.0,0.181,0.000554,0.0101,0.105,0.456,100.035,1yanbKh3t2Ew9zTrposj8p,111852.0,4.0,Jason Derulo x Puri x Jhorrmountain - Coño (Official Lyric Video),Jason Derulo,169782326,1100000,0
Super Mario Bros Main Theme,28,Geek Music,60,Super Mario Bros Main Theme,188842,0.769,0.324,0.0,-13.916,1.0,0.43,0.214,0.846,0.0505,0.964,100.123,6v39JmJLr6EKouWHnkOKbp,188843.0,4.0,Super Mario Bros Main Theme,Geek Music,205005136,1100000,0
Psycho Killer,6,Talking Heads,67,1970s Throwback,261413,0.721,0.521,2.0,-8.123,1.0,0.0613,0.0708,0.00545,0.127,0.942,123.118,6p2EOVwE2BiJY96ZAKnO6d,261413.0,4.0,Talking Heads - Psycho Killer (Official Audio),Talking Heads,202166925,1100000,0
Blueberry Faygo,17,Lil Mosey,67,Clean Hip Hop,162546,0.797,0.54,0.0,-8.111,1.0,0.0385,0.207,0.0,0.126,0.33,98.996,4VLx124t5jCk54lBeEwPaN,162547.0,4.0,Lil Mosey - Blueberry Faygo (Directed by Cole Bennett),lil Mosey,197509715,1100000,0
Legends Are Made,53,Sam Tinnesz,62,Legends Are Made,169758,0.553,0.89,0.0,-4.879,1.0,0.0413,0.123,0.0,0.139,0.674,87.871,3VBvV5wMMgEkrXqILx8JnB,169758.0,4.0,Sam Tinnesz - Legends Are Made [Official Audio],Sam Tinnesz,195749826,1100000,0
Someone You Loved,91,Lewis Capaldi,80,Divinely Uninspired To A Hellish Extent,182160,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,7qEHsqek33rTcFNT9PFqLf,182161.0,4.0,Lewis Capaldi - Someone You Loved,Lewis Capaldi,192179842,1100000,0
ดี๊ดี (UNEXPECTED),0,JAYLERR,34,ดี๊ดี (UNEXPECTED),193894,0.888,0.7,9.0,-5.077,1.0,0.0536,0.194,2.63e-06,0.311,0.603,95.015,4KP9dagbB3Da9jnpfIEG7P,193895.0,4.0,JAYLERRxPARIS - ดี๊ดี (UNEXPECTED) [Official Music Video],JAYLERR & Ice Paris,39568556,1100000,0
Laxed – Siren Beat,54,Jawsh 685,59,Laxed (Siren Beat),201990,0.736,0.62,0.0,-8.481,0.0,0.11,0.0577,0.692,0.318,0.959,150.026,3BJiF37kmX4HCfYSO7qBnQ,201990.0,4.0,Jawsh 685 - Laxed (Siren Beat) (Official Video),Jawsh 685,39153592,1100000,0
Buttercup,72,Jack Stauber,58,Pop Food,208026,0.705,0.373,7.0,-9.066,1.0,0.0384,0.723,0.81,0.289,0.551,120.046,2mlGPkAx4kwF8Df0GlScsC,208026.0,4.0,MV | Jack Stauber - Buttercup,Jack Stauber,845411064,1100000,-71428
"Let It Snow, Let It Snow, Let It Snow",0,Frank Sinatra,74,White Christmas and Many More Famous Christmas Songs,154553,0.643,0.253,2.0,-14.519,1.0,0.0622,0.923,0.0,0.562,0.823,142.125,12YqSj0noej4OQnctFHYC7,154553.0,4.0,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (Official Music Video),Dean Martin,166518634,1100000,0
Mon Amour - Remix,82,zzoilo,61,Mon Amour (Remix),179940,0.748,0.761,2.0,-6.621,1.0,0.102,0.122,6.56e-06,0.0984,0.362,116.041,5TMLavqGRKNxgzMBrVpC9R,179940.0,4.0,"zzoilo, Aitana - Mon Amour (Remix) - BASADO EN HECHOS REALES",αitana,154765102,1100000,0
Lovezinho - House Remix,38,Felipe Carvalho DJ,19,Lovezinho (House Remix),170320,0.721,0.816,5.0,-7.325,0.0,0.064,0.0485,2.72e-05,0.234,0.94,123.978,1CJxgY54rg4PHj8pB7Cr9b,170321.0,4.0,Lovezinho,Treyce,151599195,1100000,0
BIG MAD,63,Ktlyn,54,BIG MAD,143111,0.958,0.523,8.0,-6.1,1.0,0.0591,0.0293,0.0,0.106,0.309,102.039,0bspC5fLlWgwCM6Rx1YUIh,143111.0,4.0,Ktlyn - BIG MAD (Lyrics),Ktlyn,146408202,1100000,0
Love Nwantiti - Remix,0,Dj Yo!,61,Love Nwantiti (Remix),188342,0.58,0.596,8.0,-4.813,1.0,0.0562,0.435,0.0888,0.0549,0.439,119.95,5Kba6Aixt9oJuKtjN5scL3,188343.0,3.0,love nwantiti (feat. Dj Yo! & AX'EL) (Remix),CKay,227760372,1100000,0
Crystal Dolphin,0,Engelwood,48,Crust Fm,115517,0.567,0.687,1.0,-9.041,0.0,0.125,0.36,0.00293,0.474,0.396,128.201,6kx8Hf1Udk4V0Ivq6zpoyG,115518.0,4.0,engelwood - crystal dolphin,Engelwood,225437699,1100000,0
Murder In My Mind,89,Kordhell,75,Murder In My Mind,145000,0.712,0.972,10.0,-0.514,1.0,0.112,0.00547,7.06e-05,0.128,0.568,119.966,6qyS9qBy0mEk3qYaH8mPss,145000.0,4.0,KORDHELL - MURDER IN MY MIND (MUSIC VIDEO),KORDHELL,220573692,1100000,0
Rooh,61,Tej Gill,42,Rooh,208577,0.584,0.787,1.0,-4.247,0.0,0.0308,0.0986,0.0,0.0706,0.481,90.072,1QbftLk2fmvtjmQ6DTvbAB,208577.0,4.0,ROOH - OFFICIAL VIDEO - TEJ GILL (2016),Tej Gill,42624385,1100000,0
PAW Patrol Opening Theme,1,PAW Patrol,64,PAW Patrol Official Theme Song & More,40593,0.552,0.909,11.0,-4.869,0.0,0.089,0.0196,0.0,0.185,0.906,110.332,7n70tzvZDfdAL1j9XqsAbH,40594.0,4.0,PAW Patrol Opening Theme,PAW Patrol,28812996,1010520,383364
Forever Young,66,UNDRESSD,52,Forever Young,201765,0.594,0.725,8.0,-7.225,0.0,0.0293,0.0375,1.06e-05,0.237,0.572,122.983,1J2EmhjTmHQxLShYQK7Xti,201766.0,4.0,UNDRESSD - Forever Young (Music Video),UNDRESSD,4544052,1001284,31713
Wet The Bed (feat. Ludacris),0,Chris Brown,84,F.A.M.E. (Deluxe Version),266306,0.58,0.66,6.0,-7.405,0.0,0.0429,0.0166,0.0,0.174,0.411,123.801,3mhnUwylKbSxcmJq4HoF0T,266307.0,4.0,Chris Brown - Wet The Bed (Lyrics),chrisbrownofficial,87518006,1000000,-100000
MAMIII,80,Becky G,78,MAMIII,226088,0.843,0.7,4.0,-3.563,0.0,0.0803,0.0934,0.0,0.14,0.899,93.991,1ri9ZUkBJVFUdgwzCnfcYs,226088.0,4.0,"Becky G, KAROL G - MAMIII (Official Video)",Becky G & Karol G,136199981,1000000,0
Bad Habits,28,Ed Sheeran,88,Bad Habits,231041,0.808,0.897,11.0,-3.712,0.0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,6PQ88X9TkUIAUIZJHW2upE,231041.0,4.0,Ed Sheeran - Bad Habits [Official Video],Ed Sheeran,201073106,1000000,-100000
drivers license,66,Olivia Rodrigo,84,SOUR,242013,0.584,0.433,10.0,-8.822,1.0,0.0533,0.743,1.35e-05,0.106,0.14,143.994,4ml4WlnHDEpOK8HRVYTCWf,242013.0,4.0,Olivia Rodrigo - drivers license (Official Video),Olivia Rodrigo,560915769,1000000,0
Aesthetic Girl,50,Yusei,48,Aesthetic Girl,258144,0.707,0.486,9.0,-8.16,0.0,0.174,0.973,0.916,0.529,0.519,169.945,0bCgcTDkZ1RhguEeuUhZ9k,258144.0,4.0,(FREE) Lofi Type Beat - Aesthetic Girl (prod. Yusei),Yusei,357353052,1000000,0
ROXANNE,50,Arizona Zervas,64,ROXANNE,163636,0.624,0.624,6.0,-5.656,0.0,0.154,0.0871,0.0,0.438,0.518,116.733,5xyTxLbw34gXUQck6xVazT,163636.0,5.0,Arizona Zervas - ROXANNE (Official Video),Arizona Zervas,353535226,1000000,0
Face Off,47,Tech N9ne,67,ASIN9NE,219802,0.682,0.931,8.0,-3.995,1.0,0.248,0.179,0.0,0.207,0.387,163.954,0M5igzLuVkGfr76ezrAZI3,219802.0,4.0,"Tech N9ne - Face Off (feat. Joey Cool, King Iso & Dwayne Johnson) | Official Music Video",Tech N9ne,684922026,1000000,0
Best Ever (feat. Ayo & Teo),38,Polo Frost,26,Best Ever (feat. Ayo & Teo),226721,0.913,0.67,8.0,-8.152,0.0,0.19,0.341,3.84e-06,0.405,0.762,121.987,7BQ1LYgw8XGhnUFY851OVg,226721.0,4.0,Polo Frost - Best Ever (Official Video - Dirty) ft. Ayo & Teo,Ayo & Teo,253646551,1000000,0
SUGAR,73,BROCKHAMPTON,64,GINGER,204533,0.453,0.538,1.0,-8.212,1.0,0.0638,0.449,0.0,0.19,0.516,122.973,6U0FIYXCQ3TGrk4tFpLrEA,204533.0,4.0,SUGAR - BROCKHAMPTON,BROCKHAMPTON,201403257,1000000,0
Say I Yi Yi,59,Ying Yang Twins,61,Alley: The Return of the Ying Yang Twins,272506,0.782,0.627,8.0,-6.509,0.0,0.115,0.00233,1.27e-05,0.201,0.485,94.967,46XvcuEZFFInDilbYUNHBn,272507.0,4.0,Ying Yang Twins - Say I Yi Yi,Ying Yang Twins,178141030,1000000,0
Coming In Hot,64,Andy Mineo,58,Coming In Hot,200168,0.889,0.453,8.0,-8.782,1.0,0.261,0.0274,4.75e-06,0.156,0.428,140.025,1kVYXfxTWSftIZtmYr6yH8,200168.0,4.0,"Andy Mineo, Lecrae - Coming In Hot (Official Music Video)",Lecrae,177152071,1000000,0
"You're A Mean One, Mr. Grinch",30,"Tyler, The Creator",84,Dr. Seuss' The Grinch (Original Motion Picture Soundtrack),108986,0.571,0.681,3.0,-6.236,0.0,0.051,0.0602,0.0,0.41,0.389,90.013,2KK6Is9AdIB9ctHK7Fys1U,108987.0,4.0,"You're A Mean One, Mr. Grinch","Tyler, The Creator",171595392,1000000,0
BEBÉ,72,Camilo,77,Mis Manos,197284,0.862,0.72,4.0,-4.155,1.0,0.0361,0.476,0.0,0.0543,0.967,129.993,3Zf4GutWZ7Hv3wsVQsSQPs,197284.0,4.0,"Camilo, El Alfa - BEBÉ (Official Video)",Camilo & ELALFAELJEFERD,124132411,1000000,0
No Roots,0,Alice Merton,54,No Roots,235813,0.863,0.657,7.0,-7.295,1.0,0.105,0.264,0.00619,0.0713,0.829,115.958,7anBA0IdgFaN3Pbyk2tog0,235813.0,4.0,Alice Merton - No Roots,Alice Merton,115575500,1000000,0
B.O.T.A. (Baddest Of Them All),0,Eliza Rose,61,B.O.T.A. (Baddest Of Them All) / Move To The,357493,0.756,0.934,0.0,-8.252,1.0,0.0608,0.103,0.748,0.185,0.73,136.993,6WQ4c9jQ6MWXav30bqlGir,357493.0,4.0,Eliza Rose & Interplanetary Criminal - B.O.T.A. (Baddest Of Them All) [Official Video],Eliza Rose,328584452,1000000,0
Don't Start Now,12,Dua Lipa,86,Summer Hits 10s,183290,0.793,0.793,11.0,-4.521,0.0,0.083,0.0123,0.0,0.0951,0.679,123.95,4iTkrqKhADiPyQglideJqv,183290.0,4.0,Dua Lipa - Don't Start Now (Official Music Video),Dua Lipa,108098532,1000000,0
Rasulullah (Saw),2,Muhammed Yaseen Mohamed,5,The Scarf,259877,0.543,0.185,8.0,-10.437,0.0,0.0321,0.91,0.0,0.126,0.394,127.803,7mOSlJfVUVbyY4AUnsSaH3,259878.0,4.0,original sound,Muhammad Yaseen,7918530,1000000,0
Up Down (Do This All Day) (feat. B.o.B),0,T-Pain,75,Up Down (Do This All Day) (feat. B.o.B),231893,0.763,0.53,5.0,-5.554,0.0,0.0577,0.272,0.0,0.16,0.469,97.033,1uH1Nd8vet2uoZSDFSDwbh,231893.0,4.0,T-Pain - Up Down (Do This All Day) (Explicit) ft. B.o.B,T-Pain,162098106,1000000,0
Amplifier,74,Imran Khan,62,Amplifier,232906,0.727,0.714,2.0,-4.494,1.0,0.0872,0.0209,0.0,0.153,0.618,164.003,0l1i3nJ4aDMk0inxnvzYTz,232907.0,4.0,Imran Khan - Amplifier (Official Music Video),Imran Khan,7357745,1000000,0
Muli,70,Ace Banzuelo,52,Muli,290004,0.482,0.881,11.0,-3.62,0.0,0.0533,0.0128,0.0,0.103,0.281,144.02,1oYQtNQUxSODedcc5hPmp9,290004.0,4.0,"Ace Banzuelo - ""Muli"" | Official Visualizer",Ace Banzuelo,146032757,1000000,0
Психушка,8,Karna.val,35,Психушка,131319,0.865,0.783,1.0,-4.719,1.0,0.0377,0.0383,1.8e-06,0.326,0.66,106.016,0Y8K0QGylNpznfDtolrFuK,131319.0,4.0,Karna.val  - Психушка (Премьера клипа 2020),🎀КАРНАВАЛ🎀,106766992,1000000,0
Cool Kids - Sped Up,43,Xizt,46,Cool Kids (Sped Up),160593,0.65,0.724,8.0,-7.182,1.0,0.0349,0.118,0.000189,0.117,0.953,160.001,1A6hEf9wqa86vCeVSqmhOu,160594.0,4.0,cool kids (sped up),Echosmith,310582712,1000000,0
Missing My Love (feat. Fortafy),0,Donell Lewis,45,Missing My Love EP,191560,0.801,0.599,5.0,-8.372,0.0,0.13,0.00676,0.0,0.0769,0.472,91.051,0vWHg5RqI58S8fenJHWVFj,191560.0,4.0,Donell Lewis & Fortafy - Missing My Love (Official Visualiser),donelllewismusic,159043808,1000000,0
My Type,51,Saweetie,69,ICY,126446,0.899,0.811,2.0,-6.294,1.0,0.258,0.000677,0.0,0.0672,0.587,105.038,6nxcOGl5E292RUh7iR7KTW,126446.0,4.0,Saweetie - My Type [Official Music Video],SAWEETIE 🖤,275806879,1000000,0
Confused,5,Pe Fende,10,Confused,51706,0.467,0.485,1.0,-14.558,1.0,0.0622,0.892,0.953,0.0842,0.573,130.016,3rZpllHa1kJBXkfFn7gi8W,51707.0,4.0,original sound - Confuse_$oul,jitun.444,87884222,1000000,0
Memories,31,Lux-Inspira,26,Beats (Chapter 3),132000,0.531,0.804,8.0,-6.782,0.0,0.0311,0.0261,0.0161,0.0584,0.352,139.968,79mZvf1UxhCc5H04gogXaS,132000.0,4.0,[TikTok 3D Zoom Pro Music] Lux-Inspira - Memories,Lux-Inspira,53747930,1000000,0
Yiken (Certified),49,Priceless Da Roc,29,Yiken (Certified) - Single,198963,0.803,0.577,2.0,-7.823,1.0,0.0433,0.326,0.000481,0.302,0.605,102.107,67ncKGqScuJdNUN6bTqclA,198963.0,4.0,Priceless Da Roc - Yiken (Explicit),Priceless Da Roc,55832590,1000000,0
BILA NANTI,60,Nabila Maharani,47,BILA NANTI,297000,0.472,0.501,1.0,-8.458,0.0,0.0283,0.549,8.96e-05,0.107,0.347,99.816,4nAcExb3w5lk5LVGVULfcM,297000.0,4.0,NABILA MAHARANI - BILA NANTI (OFFICIAL MUSIC VIDEO),NABILA MAHARANI,35513187,1000000,0
Relaku Mengalah,49,Rheka Restu,36,Relaku Mengalah,332137,0.464,0.527,3.0,-7.455,0.0,0.0259,0.643,0.0,0.108,0.19,173.995,4NsbueDVCWZPE9jGlMlbLs,332137.0,4.0,Rheka Restu - Relaku Mengalah (Official Music Video),Rheka Restu,20567546,1000000,0
Sakit Pinggang,42,Gamma1,45,Sakit Pinggang,204661,0.766,0.74,11.0,-5.521,0.0,0.0361,0.263,0.0,0.13,0.611,100.042,1fRhSz4dyDkyQ86aOaI8mj,204661.0,4.0,Gamma1 - Sakit Pinggang | Official Video Lirik,Gamma1,8845304,1000000,0
Paro - Speed Up,68,Nej,63,Paro (Speed Up),153800,0.651,0.829,5.0,-5.266,0.0,0.128,0.233,0.00313,0.401,0.246,106.62,5NyBRRP1S6g9wTt4nR2448,153800.0,4.0,"nej, paro // tiktok version (sped up)",NEJ' 🫶🏼💓,170016739,1000000,0
Vacation,67,Dirty Heads,64,Vacation,209721,0.736,0.751,8.0,-5.588,1.0,0.034,0.0381,0.0,0.105,0.839,150.064,7cdy4PbCdDZZNjyxoZyE0c,209722.0,4.0,Dirty Heads - Vacation (Official Video),Dirty Heads,50039665,997926,14255
Happy Birthday To You - Classic Version,48,Happy Birthday Songs,35,"Happy Birthday To You - Best Playlist of Happy Birthday Songs, Vol. 1",33215,0.806,0.408,2.0,-5.664,1.0,0.0528,0.0875,2.26e-05,0.146,0.634,100.287,2pW5kNCx133MWWirxegvng,33216.0,3.0,Happy Birthday to You,Happy Birthday,23134671,997400,5600
Sweet but Psycho,4,Ava Max,78,Sweet but Psycho,187436,0.719,0.704,1.0,-4.724,1.0,0.0476,0.0691,0.0,0.166,0.628,133.002,25sgk305KZfyuqVBQIahim,187436.0,4.0,Ava Max - Sweet but Psycho [Official Music Video],Ava Max,59221657,997150,-1892
F U Anthem,59,Leah Kate,58,What Just Happened?,155260,0.534,0.761,0.0,-4.343,1.0,0.0386,0.00664,0.0,0.525,0.554,160.184,5VahNEYKPpQ65vXYipahyJ,155261.0,4.0,Leah Kate - F U Anthem (Official Music Video),LEAH KATE,21354110,996500,-1184
Let Me Love You,1,DJ Snake,76,Encore,205946,0.476,0.718,8.0,-5.309,1.0,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,4pdPtRcBmOSQDlJ3Fk945m,205947.0,4.0,DJ Snake - Let Me Love You ft. Justin Bieber,DJ Snake,24308964,995374,36032
Gambaran Hati - Remix,0,Nazia Marwiana,42,Gambaran Hati (Remix),219692,0.727,0.875,8.0,-3.767,1.0,0.0371,0.0703,0.0272,0.114,0.151,129.967,2xFxU0OaCXZaJeV9FfnToA,219692.0,4.0,Nazia Marwiana - Gambaran Hati (Official Music Video),Nazia Marwiana,8660402,994700,1000
See You Again (Piano Arrangement),38,Alexandre Pachabezian,37,See You Again (Piano Arrangement),234109,0.52,0.194,10.0,-17.221,1.0,0.0519,0.984,0.947,0.109,0.15,160.002,4zfWNeNDXaJjOLebhbQ7dI,234109.0,4.0,See You Again (Piano Arrangement),Alexandre Pachabezian,528891114,993496,8580
Yo Perreo Sola - Remix,58,Bad Bunny,95,Yo Perreo Sola (Remix),174027,0.845,0.733,11.0,-6.037,1.0,0.0581,0.0147,1.57e-05,0.357,0.394,97.01,2cpteAYHcd4cjSxAeCkA52,174028.0,4.0,BAD BUNNY x NESI x IVY QUEEN - YO PERREO SOLA REMIX | YHLQMDLG (Audio Oficial),Bad Bunny,86689285,990480,-3875
Shhh (Pew Pew),1,Young Fanatic,37,Unknown,113911,0.821,0.614,4.0,-6.956,0.0,0.328,0.106,0.00144,0.0929,0.518,170.174,0gRHMoKnlm3FHL2YrwfE3w,113912.0,4.0,Shh- Young Fanatic (Official Music Video),Young Fanatic,30018859,989800,-1834
Me and My Brother,70,5ive,49,Me and My Brother,212532,0.766,0.535,0.0,-7.607,0.0,0.0691,0.599,0.0,0.1,0.389,130.053,0AZYhsESBrtRq88nxq6GMZ,212532.0,4.0,"5ive - ""Me And My Brother"" ( Official Music Video ) Shot By @VickMontfilms",5ive,52907437,988900,7842
Her Yer Karanlık,53,Günay Aksoy,32,Her Yer Karanlık,208211,0.691,0.623,9.0,-7.608,1.0,0.107,0.144,0.0,0.111,0.475,135.956,3Z5asGY62KL6Apsl5a1hRV,208211.0,4.0,Günay Aksoy - Her Yer Karanlık - (Official Video),Günay Aksoy,53096171,987600,-1900
Jocelyn Flores,85,XXXTENTACION,84,17,119133,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,7m9OqQk4RVRkw9JJdeAw96,119133.0,4.0,XXXTENTACION - Jocelyn Flores (Audio),XXXTENTACION,295195028,986825,-6501
se essa vida fosse um filme,66,GIULIA BE,61,se essa vida fosse um filme,125097,0.505,0.544,7.0,-7.607,0.0,0.18,0.726,0.0,0.41,0.753,75.511,0hDphSo7vI7gCjEPpD6gu0,125098.0,4.0,Giulia Be - se essa vida fosse um filme (video),giulia be,40472987,981926,-2203
pov,66,Ariana Grande,86,Positions,201882,0.474,0.533,0.0,-5.648,0.0,0.0559,0.36,0.0,0.101,0.165,131.762,1bj8x3ERN9gSc2NfJIpc76,201882.0,4.0,Ariana Grande - pov (official lyric video),arianagrande,255137680,981880,-3965
SUBEME LA RADIO,74,Enrique Iglesias,75,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,0.688,0.822,0.0,-3.304,1.0,0.0537,0.0642,0.0,0.241,0.66,91.011,7nKBxz47S9SD79N086fuhn,207680.0,4.0,"Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno, Zion & Lennox",Enrique Iglesias,14794658,980200,400
Falling,0,Trevor Daniel,63,Pride 2021,154093,0.785,0.459,10.0,-7.93,0.0,0.0384,0.137,0.0,0.0918,0.21,127.102,6axp9EWUCiN8CpA9SZWkgz,154093.0,4.0,Trevor Daniel - Falling (Official Music Video),Trevor Daniel,258386322,979660,-3470
Dance Monkey,52,Kidz Bop Kids,66,KIDZ BOP Party Playlist!,200960,0.81,0.681,6.0,-5.474,0.0,0.0734,0.146,4.93e-06,0.182,0.48,98.203,1eIoy7ibvk1f2cY7h5uvBL,200960.0,4.0,KIDZ BOP Kids - Dance Monkey (Official Music Video),KIDZ BOP,83148716,976700,0
Llego el Pavo,40,Silvio Mora,23,Llego el Pavo,193186,0.712,0.882,5.0,-5.322,0.0,0.0924,0.325,0.000261,0.65,0.967,171.952,5S5UFKCLNxrp5Oy7qwx2bj,193186.0,4.0,Silvio Mora - llego el Pavo ( Video Oficial ),Silvio Mora,18678627,976220,-3010
