,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,viral
171,0.459,0.948,6.0,-7.027,1.0,0.497,0.465,0.000493,0.332,0.728,205.848,4tn7mDjl5n3io9fhVnN1MK,223216.32700000002,4.0,1
172,0.641,0.598,7.0,-5.7,0.0,0.324,0.381,0.0,0.0921,0.285,131.459,5hChuUMe5iHfjkXgzj1D4b,200463.673,5.0,1
173,0.773,0.422,1.0,-4.572,0.0,0.187,0.00783,0.00693,0.129,0.488,77.502,3LnpBazWpD31QMTn6LgVGv,136515.918,1.0,1
174,0.293,0.196,2.0,-12.276,0.0,0.0371,0.864,7.35e-06,0.0681,0.418,160.047,1SH0BnKkEtLh8IcZnci79y,185077.551,3.0,1
175,0.632,0.958,7.0,-5.193,1.0,0.0609,0.176,0.338,0.084,0.848,100.056,2DQWE4yihFG9I6lKlKlRUM,108094.694,4.0,1
176,0.879,0.365,2.0,-7.781,1.0,0.0924,0.227,0.135,0.0583,0.663,94.016,20R4HfKloPKgXDqU7UKk3x,171206.53100000002,4.0,1
177,0.86,0.66,9.0,-6.281,1.0,0.264,0.541,0.0311,0.451,0.912,93.99,0s9COZY8wLOadAzbHka2GO,223817.14299999998,4.0,1
178,0.884,0.546,2.0,-6.279,0.0,0.117,0.269,8e-06,0.064,0.49,113.236,2Sla5cgNpVoRcckYjaAMKP,191686.531,3.0,1
179,0.627,0.875,0.0,-10.291,1.0,0.0741,0.232,0.475,0.0759,0.854,110.521,75PHqzep3Lf11sIYP5ps5q,240169.796,4.0,1
180,0.965,0.783,6.0,-6.898,0.0,0.0981,0.141,0.000231,0.109,0.862,119.942,5f1Zl5DXnPykqygOgRRWt9,201848.163,4.0,1
182,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,3XYRV7ZSHqIRDG87DKTtry,217730.612,4.0,1
183,0.432,0.612,11.0,-8.846,0.0,0.211,0.00185,0.0,0.308,0.253,88.716,4tYpkgBjxxin7SiUBW0Rtq,231993.469,4.0,1
184,0.98,0.413,8.0,-11.052,0.0,0.101,0.671,7.95e-05,0.17,0.764,119.993,6Pgmqg15yVexuOgtzuxwoX,205426.939,4.0,1
185,0.5,0.573,8.0,-6.179,1.0,0.225,0.523,0.0,0.0818,0.907,185.083,57Ix0bAnWd48YhEAp9y20K,139650.612,4.0,0
186,0.694,0.463,10.0,-5.993,0.0,0.0457,0.611,0.00079,0.0276,0.608,172.12,4GdO5TJoymMcrAZaf2jOEf,186200.816,4.0,1
187,0.463,0.489,2.0,-7.968,1.0,0.0288,0.507,0.0,0.165,0.249,140.034,1QRKeAlaLqJUeCWMBRP20A,230739.59199999998,4.0,0
188,0.393,0.018,2.0,-20.968,1.0,0.0421,0.964,0.0004,0.108,0.115,105.115,5RzH8ZRHQgkgdZgyQqwIRg,218200.816,4.0,0
189,0.362,0.432,2.0,-9.359,0.0,0.112,0.0882,0.0,0.264,0.256,81.29,1r6qzxz77Tvbrvqd1Q1MIN,221440.0,4.0,1
192,0.82,0.611,9.0,-5.02,0.0,0.122,0.0766,2.5e-05,0.0684,0.637,127.883,6e2YNCn1sP5eqnUe17vtxv,133668.571,4.0,1
193,0.835,0.747,9.0,-4.65,1.0,0.083,0.0492,0.0,0.055,0.432,102.003,0kTMK4gNFfLXaTb62w1UaJ,174863.673,4.0,1
194,0.59,0.928,11.0,-5.125,0.0,0.0522,0.00104,0.0171,0.103,0.889,159.913,5B3UxvXTvcjFoIFiCfhTH2,216555.102,4.0,1
196,0.743,0.841,0.0,-5.189,1.0,0.0391,0.0156,0.0,0.133,0.814,100.003,4PVm8e67skz8B8wiJP2kwk,226977.959,4.0,1
197,0.748,0.661,5.0,-6.702,1.0,0.0334,0.157,0.00102,0.101,0.743,90.003,398dL22bDbKbAmiOnPaq7o,263366.531,4.0,1
198,0.431,0.727,2.0,-5.996,1.0,0.138,0.389,0.0,0.393,0.482,140.01,4WaaWczlVb1UJ24LILsR4C,154853.878,4.0,0
200,0.861,0.754,5.0,-5.356,1.0,0.0602,0.131,2.14e-06,0.0774,0.836,105.042,4qlBvxOwFy6og73eik75Ro,183118.367,4.0,1
201,0.851,0.454,5.0,-3.983,0.0,0.0424,0.0268,0.000731,0.139,0.418,105.023,5Y9CZWiGpAw9R3xVyeb2OK,214622.041,4.0,1
202,0.551,0.34,0.0,-14.446,0.0,0.0293,0.58,0.936,0.103,0.139,125.055,7wH5TqLbDYRhvgbPi80JeT,252160.0,4.0,1
204,0.859,0.876,5.0,-5.14,0.0,0.368,0.081,0.00137,0.385,0.885,151.896,2E5NGLtMqDmeijWcntP8Ca,132884.898,4.0,1
205,0.772,0.703,8.0,-4.94,1.0,0.0357,0.207,0.0,0.104,0.426,138.039,4gZQPeoBzKNWKhIJuZYbwA,178494.69400000002,4.0,1
206,0.509,0.448,4.0,-7.552,0.0,0.0357,0.00713,0.0137,0.244,0.221,156.909,5MAK1nd8R6PWnle1Q1WJvh,230739.59199999998,3.0,1
207,0.707,0.486,9.0,-8.16,0.0,0.174,0.973,0.916,0.529,0.519,169.945,0bCgcTDkZ1RhguEeuUhZ9k,185182.041,4.0,1
208,0.72,0.715,11.0,-4.652,1.0,0.04,0.258,0.0568,0.107,0.357,107.041,5LYMamLv12UPbemOaTPyeV,239960.816,4.0,0
209,0.514,0.843,9.0,-4.98,0.0,0.303,0.363,0.0038,0.13,0.693,194.39,41btOpCqdHf5lBd4KAOcfB,165120.0,3.0,1
210,0.671,0.275,6.0,-11.185,0.0,0.056,0.796,0.000339,0.0657,0.159,124.007,3xbUCRFut7tzBoD2F8L56y,124577.959,4.0,1
211,0.726,0.699,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.866,143.994,7z0DTFVPphSArxrCGWa5WZ,253857.959,4.0,1
212,0.624,0.624,6.0,-5.656,0.0,0.154,0.0871,0.0,0.438,0.518,116.733,5xyTxLbw34gXUQck6xVazT,161619.592,5.0,1
213,0.849,0.587,11.0,-5.192,0.0,0.131,0.126,0.0,0.0795,0.449,127.691,66MZOjOTOoc74kJ5JEAUq6,225567.347,4.0,1
214,0.707,0.955,10.0,-4.593,0.0,0.222,0.127,0.0,0.203,0.575,125.993,3Z6VUx1BlDZfxWhUUVe7HT,134217.14299999998,4.0,1
215,0.903,0.262,2.0,-12.528,1.0,0.081,0.843,0.0,0.109,0.681,95.098,58lQgf1Y5gRJRr6S0Nwp50,90200.816,4.0,1
216,0.746,0.825,1.0,-4.666,1.0,0.169,0.0142,0.0107,0.121,0.584,152.914,5ubwXXOsH9bUhZsQ0Cybha,201482.449,4.0,1
218,0.308,0.273,8.0,-18.053,1.0,0.0386,0.543,0.863,0.105,0.0408,59.953,6Xsc1Nvims2TkvmeNXNjtB,278909.388,3.0,0
219,0.661,0.511,9.0,-8.675,0.0,0.243,0.0435,0.0201,0.117,0.552,192.632,6fBiLOkPcQ3iFUpmIv88fQ,153835.102,4.0,0
220,0.526,0.602,3.0,-6.619,1.0,0.0882,0.185,0.00215,0.281,0.209,141.978,1VNRj42vX5uNMabyKbE8sI,193436.735,4.0,0
221,0.737,0.526,0.0,-13.669,0.0,0.0873,0.101,0.0,0.085,0.074,130.028,7uWdDOhI3wydISWM1AXN0M,153495.51,4.0,1
222,0.527,0.66,0.0,-10.692,1.0,0.0877,0.0141,0.0185,0.156,0.283,173.979,4pH8cIlMI9NrTWcDiQbuRe,171937.959,4.0,1
223,0.716,0.512,1.0,-6.257,1.0,0.0331,0.483,0.0,0.0928,0.326,104.957,3E6Ydoy1H8ePoigc10Mgsa,161906.93899999998,3.0,1
224,0.587,0.742,6.0,-6.64,0.0,0.0529,0.0128,0.00107,0.146,0.199,145.007,73vIOb4Q7YN6HeJTbscRx5,202814.694,4.0,1
225,0.84,0.646,10.0,-6.25,0.0,0.166,0.0952,0.0,0.042,0.608,140.922,3IqeHySJjJV0MTa6X4qF3A,184111.02,4.0,1
226,0.689,0.481,10.0,-7.503,1.0,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,00SNGvA3aGn5uE2uGGhOJR,262269.388,4.0,1
227,0.747,0.848,10.0,-1.804,1.0,0.0747,0.142,0.0247,0.202,0.88,159.974,4aUnmZzTqfrETKCmE6zvaw,146494.69400000002,4.0,1
228,0.849,0.555,6.0,-10.028,0.0,0.24,0.198,0.0247,0.504,0.279,101.977,7ggey3K6C3EGC6URCsuwfZ,214674.286,4.0,1
229,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,10hcDov7xmcRviA8jLwEaI,209920.0,4.0,1
230,0.639,0.518,7.0,-13.892,0.0,0.312,0.108,0.0,0.307,0.497,145.058,1JIgFmCP5OCTEGV866WP3b,165773.06100000002,4.0,1
231,0.793,0.859,2.0,-2.998,1.0,0.0544,0.0356,0.0,0.0343,0.392,97.001,5rJ7bdPmr8nfmm2JQ8xHOz,167026.939,4.0,1
232,0.43,0.417,0.0,-7.385,1.0,0.0366,0.19,0.0,0.142,0.455,93.297,4r6qjlFTg4OL5acjmvDbVg,161619.592,4.0,1
233,0.626,0.734,1.0,-3.96,0.0,0.331,0.023,0.0,0.285,0.692,130.427,7FngYjFnEU6fRYWTZbwoq9,181786.122,4.0,1
234,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,6F9U58EHsIPgvQs5eb8O2J,230164.898,4.0,0
235,0.736,0.802,0.0,-4.759,1.0,0.0864,0.468,0.0,0.094,0.675,144.005,7igeByaBM0MgGsgXtNxDJ7,171232.653,4.0,1
236,0.623,0.151,9.0,-16.275,1.0,0.0626,0.697,0.000354,0.102,0.309,75.033,2En6kxGCjZxXmKJ1IYu4Fp,153965.71399999998,4.0,0
237,0.241,0.62,4.0,-9.857,1.0,0.086,0.092,0.346,0.161,0.457,156.021,1R3iS7O9rgGgYx5SlEIyiW,140512.653,3.0,0
239,0.756,0.934,0.0,-8.252,1.0,0.0608,0.103,0.748,0.185,0.73,136.993,6WQ4c9jQ6MWXav30bqlGir,227056.32700000002,4.0,1
241,0.557,0.413,9.0,-7.032,0.0,0.349,0.0415,0.0,0.203,0.477,155.749,1E6KhFYltJHzQWYw1lEl9b,214256.327,4.0,0
242,0.735,0.584,1.0,-5.047,1.0,0.14,0.189,0.0,0.125,0.395,93.016,4v7DgEMw6EvYyuQ4eWFD9l,217678.367,4.0,1
243,0.675,0.757,4.0,-7.776,0.0,0.0846,0.0735,0.00275,0.401,0.373,112.039,0pYjAnyPuRtiORpjbkxZTL,212584.49,4.0,1
244,0.714,0.82,1.0,-1.102,1.0,0.444,0.34,0.0,0.0801,0.904,78.032,18Gcl5bxdd8bpBhWOj1rCR,160470.204,4.0,1
245,0.532,0.869,11.0,-5.094,1.0,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,206811.429,4.0,1
246,0.459,0.521,1.0,-9.426,0.0,0.0342,0.0541,0.00396,0.104,0.122,132.163,0T7dLau2Ccr9CbeXtOB4vU,181368.163,4.0,1
247,0.903,0.785,1.0,-4.709,1.0,0.322,0.0245,0.0,0.0652,0.823,129.835,5caZgotE4D6elZpd5S4wlX,125727.347,4.0,1
248,0.948,0.63,1.0,-7.011,1.0,0.219,0.00647,2.02e-05,0.0737,0.425,100.032,5woaU1FNkqCwg6WzWiQPW5,253805.714,4.0,1
249,0.861,0.82,1.0,-4.807,0.0,0.0728,0.032,4.76e-06,0.0706,0.781,118.04,1dtTRXifeGC51adYy0902s,187533.06100000002,4.0,1
250,0.72,0.791,1.0,-4.689,1.0,0.124,0.0384,0.0,0.157,0.756,102.071,2Dz8KeCYs9awlwUJStJlmh,173714.286,4.0,1
251,0.59,0.578,10.0,-5.798,0.0,0.0528,0.612,0.000162,0.0837,0.264,81.663,7aUuoq4oMfLxaLa5GVUDHi,214386.939,4.0,1
252,0.804,0.323,0.0,-11.127,0.0,0.305,0.308,0.0,0.15,0.456,87.019,5jjZikDrEd0by1o7V3fO4y,197328.98,4.0,1
253,0.943,0.443,7.0,-10.098,0.0,0.138,0.188,0.00225,0.282,0.621,109.908,3wdnX9UwfyXkNq0FJVhQQD,186383.67299999998,4.0,1
254,0.512,0.531,1.0,-8.03,1.0,0.0418,0.547,2.46e-06,0.102,0.19,96.058,638fKB27P7UAmu3Aq0vEJ3,241084.082,4.0,0
255,0.65,0.724,8.0,-7.182,1.0,0.0349,0.118,0.000189,0.117,0.953,160.001,1A6hEf9wqa86vCeVSqmhOu,193201.63299999997,4.0,1
256,0.704,0.425,8.0,-16.508,1.0,0.0428,0.215,0.795,0.118,0.385,119.969,6Yn69wlHkMZuylytCKZS74,148009.796,4.0,1
257,0.801,0.69,10.0,-14.864,0.0,0.048,0.00811,3.87e-06,0.354,0.834,114.306,3o4pEJGqlhGyNLuPnYi69u,189440.0,4.0,1
258,0.33,0.229,9.0,-16.442,0.0,0.0375,0.948,0.973,0.0998,0.0593,96.158,18z7tK7u9DcDw85LYRR5Fe,126197.551,4.0,0
260,0.694,0.67,1.0,-15.594,1.0,0.166,0.0286,0.876,0.124,0.321,193.177,4yYNAQNSIZEK6KiVVxTqof,205008.98,4.0,0
261,0.749,0.491,10.0,-9.655,1.0,0.0403,0.02,0.00899,0.159,0.536,119.528,3vkQ5DAB1qQMYO4Mr9zJN6,285492.24500000005,4.0,1
262,0.496,0.255,2.0,-9.181,1.0,0.0361,0.815,0.0,0.2,0.346,88.994,1IzfmRGG6aNxu8kFHZfs1F,220473.46899999998,4.0,0
263,0.155,0.216,3.0,-12.773,1.0,0.0365,0.3,0.705,0.113,0.0391,180.077,5tpE1aXAWRDDVpi9OwRnpS,242834.286,3.0,1
264,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,0QjpQP1w7apeMXzioL8sqN,173426.939,4.0,1
265,0.513,0.796,1.0,-4.075,1.0,0.0629,0.00147,0.000209,0.0938,0.345,171.017,0sf12qNH5qcw8qpgymFOqD,199235.918,4.0,1
266,0.34,0.222,4.0,-11.255,1.0,0.0339,0.882,5.12e-06,0.343,0.345,91.777,3SwZekRsxV4zUSBHc3nlRz,206210.612,3.0,1
267,0.874,0.443,5.0,-9.628,0.0,0.241,0.147,0.0,0.124,0.298,118.004,0qJeyYAgv6UpvewUxRXAhb,252003.26499999998,4.0,1
268,0.233,0.15,1.0,-11.736,1.0,0.0336,0.982,0.36,0.154,0.0875,143.887,5PzWVmfzu7rePAuFkxPQf0,230556.73500000002,3.0,0
269,0.298,0.845,5.0,-4.243,0.0,0.0885,0.038,0.882,0.357,0.217,152.382,5bNofz6tViGjfWBgozTscm,197433.469,4.0,0
270,0.788,0.844,2.0,-3.131,1.0,0.0334,0.25,0.000678,0.0723,0.382,113.324,7CxhdANGZEPZ3BoTjFMKP3,249208.163,4.0,1
271,0.303,0.187,2.0,-16.757,1.0,0.0356,0.989,0.489,0.101,0.213,132.731,0V5cvmTKsYmF5FmGGEAfmS,160235.102,4.0,0
272,0.661,0.432,3.0,-7.078,0.0,0.0362,0.393,0.00158,0.096,0.554,169.978,5d7P5eapBbN3gfce5ARfuh,137717.55099999998,4.0,1
273,0.822,0.575,5.0,-5.95,1.0,0.0934,0.113,0.0,0.106,0.616,100.087,6lruHh1jF7ezgbLv72xYmf,223529.796,4.0,1
275,0.292,0.296,4.0,-10.109,0.0,0.0359,0.934,0.0,0.095,0.112,115.046,7xkthafoCV3TvdCNRuYkFW,200176.327,4.0,1
276,0.79,0.709,2.0,-5.806,1.0,0.224,0.0593,0.0,0.0794,0.26,131.079,2GbS8QZToLioxL8XMEwX3P,223033.46899999998,4.0,1
277,0.548,0.816,0.0,-4.209,1.0,0.0465,0.122,0.0,0.335,0.557,95.39,1e9oZCCiX42nJl0AcqriVo,174315.10199999998,4.0,1
278,0.47,0.436,0.0,-10.228,1.0,0.0351,0.67,0.263,0.294,0.0389,81.972,3kdlVcMVsSkbsUy8eQcBjI,248293.878,3.0,1
279,0.831,0.178,1.0,-12.744,1.0,0.039,0.85,3.21e-06,0.153,0.36,114.02,2jmk5ZcLracZrrycx7kf57,151640.816,4.0,1
280,0.667,0.596,1.0,-5.887,0.0,0.383,0.217,0.0,0.175,0.194,92.904,3R59OUQEoaq879hIm7n7Iq,264724.898,4.0,1
281,0.506,0.959,5.0,-5.264,0.0,0.102,0.084,0.000655,0.135,0.34,133.996,2YhapA5E1qTZ1Ykw9Y86ql,212767.347,4.0,0
282,0.529,0.641,2.0,-6.78,1.0,0.0336,0.0711,0.76,0.102,0.089,141.927,6SFkLxjZLpK6PNwO91sMES,279222.85699999996,4.0,0
283,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,7m9OqQk4RVRkw9JJdeAw96,119379.592,4.0,1
284,0.713,0.675,1.0,-4.632,1.0,0.0947,0.00859,0.0136,0.0506,0.592,129.963,6bmw3whbG7FBQojQPFk52l,202971.429,4.0,1
285,0.281,0.188,2.0,-17.51,1.0,0.0413,0.955,0.917,0.103,0.213,183.873,5oyxj5UC4z7mLP8NzMZr0c,290716.73500000004,4.0,0
286,0.67,0.791,2.0,-5.973,1.0,0.0417,0.00529,0.0232,0.16,0.946,129.915,5lLuXWPq7zaPxmaS0yrphL,80692.245,4.0,1
287,0.686,0.507,1.0,-7.097,1.0,0.0357,0.626,7.51e-05,0.383,0.69,168.955,5CM4UuQ9Gnd6K2YyKGPMoK,232071.837,4.0,1
288,0.776,0.509,0.0,-6.266,0.0,0.467,0.192,1.49e-06,0.115,0.485,94.634,4w47S36wQGBhGg073q3nt7,129593.469,4.0,1
289,0.314,0.238,0.0,-8.802,1.0,0.0389,0.741,0.00193,0.128,0.303,72.535,0gLXF5LtNkqDoeVVGjCsEu,296542.04099999997,3.0,0
290,0.622,0.471,9.0,-7.105,1.0,0.0277,0.0448,0.0,0.0957,0.278,124.455,5S5u0EWtlblH00iTNExZ6X,278204.08200000005,4.0,1
291,0.604,0.39,4.0,-11.322,1.0,0.0989,0.598,3.05e-05,0.196,0.697,80.706,3g7AoGMRq0HgVPEYc8dDIY,93831.837,4.0,0
293,0.08,1.0,1.0,-6.187,1.0,0.089,0.68,0.546,0.94,0.000201,169.05,5MTOiL5yihzetTSYExlcoI,132963.265,1.0,1
294,0.608,0.792,9.0,-5.721,1.0,0.0355,0.000674,0.653,0.252,0.611,161.104,4BEW3ai4S2Fhxr7zwNkVMu,161306.12199999997,4.0,1
295,0.593,0.5,1.0,-8.532,1.0,0.029,0.707,1.24e-05,0.0837,0.465,117.996,1Wdj4wRDYS7aT4CoPS0mAH,176535.50999999998,4.0,0
296,0.938,0.832,7.0,-4.613,0.0,0.195,0.22,1.31e-06,0.121,0.832,111.928,3CIl8hlnMcULSIIhUMmB1Z,158928.97999999998,4.0,1
297,0.228,0.29,0.0,-16.318,1.0,0.0407,0.37,0.928,0.494,0.115,124.267,2pYtUiFhiRH5ssLl7wBK4v,89286.531,4.0,0
298,0.898,0.746,7.0,-4.0,1.0,0.0433,0.606,5.97e-06,0.0917,0.951,115.943,1zzj42DqJEowqU60ZkMbXw,142680.816,4.0,1
299,0.817,0.506,5.0,-6.996,0.0,0.166,0.122,0.0,0.0846,0.807,151.975,1EHWTyklqY1X4UGRylJTU3,155271.837,4.0,1
300,0.882,0.484,2.0,-7.127,0.0,0.475,0.833,0.000382,0.113,0.409,109.994,48f5cx8xH0uX81k7JUq7K1,168228.571,4.0,1
301,0.748,0.265,8.0,-12.074,0.0,0.229,0.952,0.917,0.0866,0.14,77.009,34A2accnIDPOhkRltN8KJY,127033.469,4.0,1
302,0.783,0.676,0.0,-7.737,1.0,0.0469,0.269,0.0,0.5,0.824,124.922,0wJyFu6JHwUoKQN5X3uzVe,225123.265,4.0,0
303,0.803,0.64,1.0,-4.721,1.0,0.151,0.583,0.000331,0.437,0.816,140.073,0N0h5lXc4HOiLgGb9EZi8m,97306.122,4.0,1
304,0.905,0.563,8.0,-6.135,1.0,0.102,0.0254,9.71e-06,0.113,0.324,106.998,1rDQ4oMwGJI7B4tovsBOxc,174210.612,4.0,0
305,0.846,0.482,1.0,-6.721,0.0,0.129,0.0246,0.0,0.393,0.212,100.969,7xYnUQigPoIDAMPVK79NEq,230086.53100000002,4.0,1
306,0.32,0.361,10.0,-12.947,0.0,0.0632,0.724,0.101,0.518,0.269,53.246,5TvLB4zBOFWHcnDoWVI4Mw,103262.041,3.0,0
307,0.611,0.804,6.0,-7.592,0.0,0.0545,0.00431,0.000633,0.2,0.536,120.032,0BRbWiAn3TVprsotudFRvZ,218462.041,4.0,0
308,0.743,0.879,5.0,-2.717,0.0,0.0339,0.0725,0.00141,0.081,0.636,101.966,5GRf6zSrCi8gErdN6CyRJT,190093.06100000002,4.0,1
309,0.311,0.607,1.0,-6.578,1.0,0.11,0.0174,0.0,0.131,0.286,188.7,2xgACMNtJ5YktyvOC83SPO,170501.22400000002,4.0,1
310,0.541,0.527,11.0,-7.438,0.0,0.147,0.00279,0.000509,0.286,0.429,176.123,4qBMiRsJjtm1WR4KyAQqrX,167471.02000000002,4.0,1
311,0.827,0.941,0.0,-3.076,1.0,0.0508,0.165,0.0392,0.163,0.988,131.991,0TkyAwi6LZCHEUrYKdc90N,176431.02,4.0,1
312,0.439,0.753,0.0,-4.799,0.0,0.0932,0.057,0.0,0.1,0.538,95.339,4N4CHJqFZHyB7SBUuSFu1y,248424.49,5.0,1
313,0.899,0.811,2.0,-6.294,1.0,0.258,0.000677,0.0,0.0672,0.587,105.038,6nxcOGl5E292RUh7iR7KTW,127399.18400000001,4.0,1
314,0.771,0.375,10.0,-10.662,1.0,0.0346,0.654,0.000124,0.0894,0.675,121.568,0eaDPjRdYhDoRWQfsoc1em,161384.49,4.0,0
315,0.784,0.551,8.0,-8.645,1.0,0.064,0.551,0.000635,0.0899,0.715,81.678,5dcZUsgcMW57ju0A379O7c,188786.93899999998,4.0,0
316,0.592,0.788,6.0,-4.924,0.0,0.201,0.0599,2.54e-06,0.125,0.755,89.949,2ONIJ40u0Attbm3miIIpNO,245263.673,4.0,1
317,0.589,0.0906,11.0,-21.017,0.0,0.0428,0.947,0.375,0.105,0.559,114.756,6PRjXz4wxuABlCkwpBkJj9,161149.38799999998,4.0,0
318,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,0e8nrvls4Qqv5Rfa2UhqmO,144587.75499999998,4.0,1
321,0.412,0.236,4.0,-15.159,0.0,0.0379,0.83,0.00653,0.147,0.119,140.214,3GYlZ7tbxLOxe6ewMNVTkw,285727.347,4.0,0
322,0.325,0.345,5.0,-9.536,1.0,0.0311,0.495,0.0,0.0726,0.135,77.835,6gNG7O2IlMYUXAcCDwQrPT,238210.612,4.0,1
323,0.768,0.716,10.0,-5.11,1.0,0.0404,0.35,0.0,0.15,0.841,131.43,3RfTeIrWS8LNrfHYwechtt,160130.61200000002,4.0,1
324,0.633,0.827,6.0,-5.756,1.0,0.361,0.0151,0.0,0.0671,0.876,160.301,7EIjhHMKF4kmXxkB64Bq6O,171885.714,4.0,1
325,0.711,0.746,5.0,-5.224,0.0,0.0279,0.452,0.0,0.251,0.609,110.018,7gvhpn0qGA0r3GDqrPnmhD,180349.388,4.0,1
327,0.954,0.607,0.0,-8.725,0.0,0.214,0.0621,0.0,0.104,0.46,103.988,6S6FVfLInBO3NcC1BsJPYv,144718.367,4.0,1
328,0.574,0.121,10.0,-14.275,1.0,0.0426,0.978,1.04e-06,0.353,0.657,115.165,4cNpO3kF8rqcH8G3huFCJp,82364.082,4.0,1
329,0.802,0.591,8.0,-4.895,1.0,0.225,0.0104,0.0,0.196,0.309,139.864,6gi6y1xwmVszDWkUqab1qw,189387.755,4.0,1
330,0.974,0.157,2.0,-14.201,1.0,0.375,0.039,0.0,0.279,0.522,115.023,1eDyjPYw65g3wvQ7xJLF5c,147513.46899999998,4.0,1
331,0.764,0.683,1.0,-5.658,0.0,0.0715,0.173,0.842,0.117,0.141,92.654,0Cp85ha3RN0FDytbku8nzq,185286.531,4.0,0
332,0.566,0.716,1.0,-5.733,1.0,0.0424,0.00691,0.0,0.37,0.45,81.068,249gnXrbfmV8NG6jTEMSwD,207333.878,4.0,1
333,0.911,0.573,6.0,-7.43,1.0,0.288,0.38,0.0,0.403,0.972,140.04,3LtpKP5abr2qqjunvjlX5i,97358.367,4.0,0
334,0.371,0.268,1.0,-10.506,1.0,0.0281,0.748,0.0517,0.104,0.165,102.617,7D0RhFcb3CrfPuTJ0obrod,225724.08200000002,3.0,0
335,0.928,0.372,1.0,-10.393,1.0,0.321,0.0202,9.6e-06,0.0948,0.732,112.458,5OxveXfvga2t0se21d96Ow,193724.08200000002,4.0,1
336,0.782,0.587,11.0,-8.3,0.0,0.0324,0.428,1.85e-06,0.337,0.76,120.041,3Kw7zkALCVxY4wmlnh2IWC,174158.367,4.0,1
337,0.567,0.676,11.0,-9.601,1.0,0.0394,0.127,0.899,0.16,0.393,88.525,4L8XP5cxCA6m3DSv0ERqUd,239020.408,4.0,0
338,0.754,0.778,0.0,-6.663,1.0,0.0335,0.00948,1.61e-05,0.131,0.916,128.925,6i28Cxd4CUiHmcowzQW38w,215719.184,4.0,1
339,0.756,0.591,2.0,-10.641,1.0,0.0271,0.00187,0.282,0.0696,0.77,97.011,4kwGUzwYmokW0e9VgkdOhc,135157.551,4.0,1
340,0.57,0.566,1.0,-5.225,1.0,0.0294,0.308,2.72e-06,0.112,0.349,131.824,5RDapM13nDnc9DhbkFbu6t,250279.18399999998,4.0,1
341,0.652,0.388,6.0,-12.029,0.0,0.0302,0.0167,0.00076,0.32,0.595,116.433,1lFC3sMgOcDrVzNh8zXRnl,175229.388,4.0,0
342,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,5fwSHlTEWpluwOM0Sxnh5k,285857.959,4.0,1
343,0.453,0.673,8.0,-5.649,1.0,0.144,0.32,0.0,0.131,0.266,92.06,5p47pa80lQT9307sUZehtB,159216.32700000002,4.0,1
344,0.668,0.799,11.0,-5.701,1.0,0.0333,0.00305,0.0148,0.277,0.563,133.929,7lgA34nFXxjqQgyLkPUcLv,220186.122,4.0,0
345,0.511,0.594,1.0,-4.799,0.0,0.0316,0.651,0.177,0.249,0.143,94.473,6GD1eomgaGT1Epto6Q5eAo,209554.286,3.0,0
346,0.618,0.736,2.0,-3.937,1.0,0.0308,0.157,0.0,0.073,0.307,118.982,4ikR3lDFcZ0hNKyVONfi4N,240587.75499999998,4.0,1
347,0.701,0.787,8.0,-3.941,0.0,0.0855,0.27,0.0,0.105,0.904,180.027,3AZg5nZgMquXJ67KgpngKX,176352.653,4.0,1
348,0.814,0.635,7.0,-6.609,0.0,0.0809,0.0935,0.0,0.0892,0.784,87.581,33z5crv3IO5U2BOi8xod92,199392.653,4.0,1
349,0.483,0.129,5.0,-20.149,0.0,0.0349,0.947,0.145,0.106,0.203,137.35,51Grh1RyUDcMBbpuyUIUHI,161201.63299999997,3.0,0
350,0.785,0.459,10.0,-7.93,0.0,0.0384,0.137,0.0,0.0918,0.21,127.102,6axp9EWUCiN8CpA9SZWkgz,159529.796,4.0,1
351,0.964,0.398,11.0,-8.981,0.0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012,3yzqftZUDbmveiLbutAoDz,181420.408,4.0,0
352,0.808,0.905,2.0,-4.299,0.0,0.0618,0.0197,0.0,0.293,0.947,134.861,7sn9yeYbto2CZVunHV0mAr,173244.082,4.0,1
353,0.874,0.869,1.0,-5.996,0.0,0.0315,0.00116,0.00238,0.164,0.726,126.027,5ZduaRci3iNUiDfJbBfAaf,103026.939,4.0,1
