,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,viral
1916,0.89,0.542,10.0,-4.826,0.0,0.314,0.523,0.0,0.123,0.565,78.458,0fABHG5a7RnqBlOKOwhWZD,165198.367,4.0,0
1918,0.764,0.566,1.0,-7.09,0.0,0.0932,0.12,1.59e-05,0.233,0.827,87.976,7DLdnWK7OYDsRf7I15Ze0L,258403.26499999998,4.0,0
1920,0.874,0.701,3.0,-5.667,1.0,0.0259,0.684,0.00117,0.0862,0.792,104.02,71vUXG19Ngks7c2HCPfjEK,283428.571,4.0,1
1921,0.903,0.642,1.0,-7.307,1.0,0.356,0.0692,0.0,0.0975,0.651,131.96,3sOcmmmWB7dqyziUVLXpTi,97410.612,4.0,0
1922,0.399,0.258,5.0,-16.028,1.0,0.033,0.792,1.86e-06,0.128,0.192,108.174,1qCQTy0fTXerET4x8VHyr9,137769.796,3.0,0
1923,0.75,0.741,9.0,-4.43,1.0,0.402,0.447,0.0,0.121,0.495,79.968,3pm4XtcsRIFFtH2UErk62R,209920.0,4.0,0
1925,0.808,0.639,11.0,-7.244,0.0,0.147,0.621,0.0281,0.231,0.612,105.016,4vHy2IHzf3EabEa7oMpUZB,148532.245,4.0,0
1926,0.734,0.637,4.0,-5.677,0.0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,3CRDbSIZ4r5MsZ0YwxuEkn,210207.347,4.0,0
1927,0.806,0.47,4.0,-9.985,1.0,0.0307,0.156,0.0,0.0884,0.442,95.003,0ymn3NBfT1W2QW0d7U5kHS,210207.347,4.0,0
1928,0.561,0.39,9.0,-4.959,1.0,0.0568,0.819,0.0,0.126,0.705,163.919,4j3iq13kHs5PB94jdTp3Y3,196728.163,4.0,0
1929,0.769,0.764,1.0,-4.709,1.0,0.181,0.137,0.0,0.088,0.846,88.06,3sVuWmggRqfAK3qk7OIEAz,155951.02,4.0,0
1930,0.577,0.486,9.0,-6.966,0.0,0.0548,0.0557,0.0,0.2,0.236,138.172,7eoC95sT8KxeZGPAikDOAm,233482.449,3.0,0
1931,0.834,0.837,9.0,-2.404,0.0,0.0769,0.225,0.00392,0.248,0.709,134.996,3NYdvUDBa2Y5UNhqH4INC1,170971.429,4.0,0
1932,0.734,0.855,6.0,-4.578,0.0,0.135,0.0821,4.73e-06,0.0901,0.54,121.955,2pPO9YecZimmuVQfIzfV6U,136698.776,4.0,0
1933,0.895,0.657,2.0,-5.892,1.0,0.0683,0.255,0.0,0.277,0.929,105.1,1TlpbpfYVARNDAafsXN217,214700.408,4.0,1
1934,0.821,0.511,9.0,-9.634,0.0,0.164,0.412,4.49e-06,0.169,0.501,143.022,0sZ3fmbfUS5tMVzhXLXXPE,126902.857,4.0,1
1935,0.727,0.912,8.0,-3.594,0.0,0.0377,0.0272,0.000443,0.118,0.671,126.023,7qZOnik9K8Mv987ccBjwwj,180427.755,4.0,0
1936,0.535,0.546,11.0,-10.004,0.0,0.318,0.536,0.0,0.291,0.702,84.087,0KMxACWz7WJYy9wj7YVKKr,169900.408,4.0,1
1937,0.456,0.477,5.0,-8.061,0.0,0.0344,0.279,1.4e-05,0.123,0.337,80.988,7eLKonoVdN7U75hPTar88x,248189.388,4.0,1
1938,0.601,0.911,1.0,-4.158,1.0,0.42,0.0305,0.0,0.295,0.313,164.85,14mSn0rP9rIgv8mjUPCHJF,123820.408,4.0,1
1939,0.801,0.565,9.0,-5.87,0.0,0.0703,0.204,0.0,0.0763,0.783,97.977,6YArEquYF9TDuqofFO9CY7,225384.49,4.0,0
1940,0.658,0.747,8.0,-6.567,0.0,0.0971,0.138,0.0,0.129,0.326,120.073,0SZPXD0uEl72YjUVY2K3E9,164179.592,4.0,1
1941,0.832,0.915,8.0,-5.063,1.0,0.184,0.434,2.8e-05,0.365,0.637,100.016,088twSfaFqXU46crgfOoxJ,169064.49000000002,4.0,1
1942,0.719,0.674,11.0,-5.122,1.0,0.0681,0.0879,3.75e-06,0.112,0.843,125.98,2xLOMHjkOK8nzxJ4r6yOKR,216111.02,4.0,1
1943,0.687,0.854,11.0,-5.368,0.0,0.308,0.0619,0.000645,0.147,0.721,214.016,4gyPGtExOjj1rsByKW33LR,184372.245,4.0,1
1944,0.82,0.948,4.0,-3.154,1.0,0.092,0.00374,0.943,0.068,0.551,123.991,1gAPybZsQhhr7L8WgDneyj,226089.796,4.0,0
1945,0.348,0.547,7.0,-10.288,1.0,0.068,0.103,0.24,0.1,0.0947,132.941,29Y7wbrOvQlAwZQJM51ugW,168881.633,4.0,0
1946,0.845,0.254,11.0,-15.874,1.0,0.301,0.524,0.00155,0.118,0.319,96.05,0eEGnTuwqPIKV6xq0ekZJN,126275.918,4.0,0
1947,0.714,0.87,2.0,-5.173,0.0,0.0882,0.245,5.88e-06,0.0889,0.916,127.999,0pyDBJEGh4vtREyHaAhxUf,250827.755,4.0,1
1948,0.701,0.328,2.0,-10.804,1.0,0.0641,0.65,0.0,0.271,0.411,117.884,4tRm1n7J1fCcrCBb9MlOtH,227761.633,4.0,1
1950,0.61,0.394,0.0,-10.984,0.0,0.0278,0.858,0.0,0.143,0.373,112.037,772TFkWm5T9bpSglD38rTr,242337.959,4.0,0
1951,0.554,0.878,3.0,-4.271,1.0,0.134,0.0216,5.76e-06,0.362,0.682,126.045,5w6TVvv71F8px5cObg2xnx,237374.69400000002,4.0,1
1952,0.707,0.845,8.0,-3.478,1.0,0.201,0.0278,0.0,0.134,0.507,120.125,7wD6iRghe6SnKHkvHqpnC5,190798.36700000003,4.0,0
1953,0.767,0.677,11.0,-6.128,0.0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,1xBuAqZ1dET1Aq5p58pnxA,224130.61200000002,4.0,0
1955,0.827,0.798,2.0,-5.597,1.0,0.114,0.00735,7.94e-05,0.327,0.823,122.943,0o8Gug7eVtMIkEYErDcw3i,168280.816,4.0,0
1956,0.851,0.938,6.0,-4.555,1.0,0.0491,0.0102,0.000297,0.0716,0.939,129.833,6wuJ5u8LdmVoj9gP3Kt4Tm,189596.735,4.0,0
1958,0.669,0.715,11.0,-6.604,1.0,0.157,0.187,3.48e-06,0.229,0.778,149.961,6TgDiZaoQtSeFT6VsM8P9t,211644.082,4.0,1
1959,0.695,0.348,0.0,-11.74,1.0,0.0441,0.99,0.892,0.118,0.527,105.982,106AgYns21pPjSqojQjTBc,217469.388,4.0,0
1960,0.904,0.813,4.0,-7.105,0.0,0.121,0.0311,0.00697,0.0471,0.81,125.461,0UaMYEvWZi0ZqiDOoHU3YI,160000.0,4.0,0
1961,0.651,0.339,6.0,-11.037,1.0,0.03,0.813,5.62e-06,0.254,0.216,81.988,261cLiqJtmRlv8NNfl162N,207830.204,4.0,1
1962,0.435,0.888,11.0,-2.88,1.0,0.315,0.315,0.0,0.236,0.639,190.245,7ncAGukC3NJMqRl7592fGR,157857.959,4.0,0
1963,0.622,0.621,11.0,-4.924,0.0,0.129,0.0864,9.8e-05,0.121,0.567,158.946,73F87Sqh6jQWucOOvz1WFx,218200.816,4.0,1
1965,0.648,0.7,10.0,-5.882,1.0,0.0249,0.0877,0.0,0.0992,0.743,94.972,5VOCNmhLyo0goDbA2DMAGs,218383.67299999998,4.0,1
1967,0.423,0.536,1.0,-5.474,1.0,0.056,0.286,7.37e-06,0.25,0.218,68.475,5ct1HcejSSMlu6vCyWGNXM,121364.898,5.0,1
1968,0.624,0.387,6.0,-9.247,1.0,0.041,0.782,2.73e-05,0.203,0.35,144.088,1vZPPkCUwCejpoPt9tzAFK,222563.265,4.0,1
1969,0.357,0.375,9.0,-8.135,1.0,0.0372,0.782,0.0,0.139,0.279,131.99,1qpWVeUafgErnNFitsJmLq,158432.653,4.0,0
1970,0.873,0.444,10.0,-7.139,1.0,0.0441,0.752,0.0393,0.0979,0.406,105.017,2VqK7TIkcS7QYyubTvXqOW,243408.98,4.0,1
1971,0.725,0.763,9.0,-5.452,0.0,0.0316,0.0495,0.116,0.113,0.67,155.989,5kxfhz4SnYghg03H5SR4iT,241449.796,4.0,1
1973,0.676,0.906,10.0,-6.891,1.0,0.0695,0.00789,0.0,0.343,0.659,130.05,0zLhtDb5qftpfQRknw5XIl,209789.388,4.0,0
1974,0.559,0.845,11.0,-3.871,1.0,0.0379,0.222,0.0,0.164,0.304,94.915,5y69gQtK33qxb8a24ACkCy,237923.26499999998,4.0,0
1975,0.701,0.496,11.0,-6.443,0.0,0.0507,0.368,0.0,0.128,0.534,136.138,5NOZMr9d0V5nN42BiRtL2p,186044.082,4.0,0
1976,0.534,0.198,7.0,-12.832,1.0,0.0316,0.918,0.000154,0.0992,0.451,76.517,4hvbcoxNrdnzTWwxQBSltr,276950.20399999997,3.0,0
1977,0.729,0.752,9.0,-5.009,1.0,0.0349,0.34,0.0,0.0925,0.716,90.012,4cBBAabMUztNQOMChTtegm,250200.816,4.0,1
1978,0.579,0.341,7.0,-10.106,1.0,0.0272,0.521,0.103,0.147,0.375,90.061,7BUHKcrvmr9WIAgEBkwukl,265142.857,4.0,0
1979,0.631,0.937,6.0,-4.177,1.0,0.0696,0.0184,0.00809,0.079,0.694,105.019,1jRq1F8mnxLfw9C8pmSBLL,210416.327,4.0,0
1980,0.695,0.896,2.0,-5.051,1.0,0.0601,0.122,4.45e-06,0.0749,0.593,108.773,2UZGYQiGsErJa5qrJ7wPqv,45531.429000000004,3.0,0
1981,0.817,0.453,8.0,-6.907,1.0,0.204,0.067,5.88e-05,0.0856,0.442,158.057,0F7pTAMyTJFdvveeQ1GfVL,153600.0,4.0,1
1982,0.959,0.621,5.0,-6.683,0.0,0.0653,0.0173,0.000287,0.0241,0.854,123.969,6bkzn3e9gtiP0xJTJnQ2eM,191634.286,4.0,1
1983,0.584,0.787,1.0,-4.247,0.0,0.0308,0.0986,0.0,0.0706,0.481,90.072,1QbftLk2fmvtjmQ6DTvbAB,206027.755,4.0,1
1984,0.788,0.725,1.0,-3.8,1.0,0.128,0.284,0.0,0.092,0.434,100.015,1znPo0QYH2TeIBrOCSfrqI,175386.122,4.0,0
1985,0.736,0.964,0.0,-2.147,1.0,0.129,0.198,2.32e-06,0.336,0.953,179.935,0sXvAOmXgjR2QUqLK1MltU,269609.79600000003,4.0,0
1986,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,1wjzFQodRWrPcQ0AnYnvQ9,197668.571,4.0,0
1987,0.801,0.783,7.0,-7.08,1.0,0.241,0.325,0.0,0.285,0.613,109.955,4mQMvcRtQou5yI8mjuJ1lf,167523.265,4.0,1
1988,0.642,0.374,5.0,-10.606,1.0,0.032,0.423,1.54e-06,0.435,0.0979,129.863,2X5AFygz5SDYlXagyPw8kX,231105.306,4.0,1
1989,0.82,0.575,5.0,-4.385,0.0,0.0832,0.0725,0.0,0.0569,0.788,107.024,14rpBBTV0qi60Ex4jonuNi,170631.837,4.0,0
1990,0.688,0.702,7.0,-4.792,0.0,0.0499,0.0215,0.0,0.128,0.74,94.006,3jomjC6H7YQBRr2CHPtc4y,195108.57100000003,4.0,0
1991,0.552,0.225,0.0,-11.501,1.0,0.0477,0.827,0.0,0.111,0.67,138.002,6gdLyYNuhWBzqwlOFSsXC7,220003.26499999998,4.0,0
1992,0.883,0.57,0.0,-8.277,0.0,0.0411,0.222,0.00993,0.196,0.544,132.011,0Sx4EKzhdNxFzquGRANPD3,240613.878,4.0,0
1993,0.8,0.892,9.0,-4.118,1.0,0.122,0.646,0.000947,0.117,0.932,160.088,6FGEhSe2Zksyuy7y9kcDrv,138109.388,4.0,0
1995,0.489,0.257,4.0,-10.079,1.0,0.0451,0.885,0.0,0.15,0.208,105.788,48fMhXcOogTNal9lbm2LwN,244480.0,4.0,0
1996,0.733,0.479,11.0,-9.27,0.0,0.301,0.575,0.00053,0.0831,0.485,88.742,493QaNbrvbEiQdPH9hDP6z,164884.898,4.0,0
1997,0.881,0.848,0.0,-5.439,1.0,0.0622,0.0345,0.0974,0.407,0.847,140.0,2JkUlpoYJEYoo5KomUzJhV,259813.878,4.0,0
1998,0.682,0.806,0.0,-6.184,1.0,0.0418,0.000461,0.0,0.217,0.872,109.972,2bqS0QtnXGjOYs3z6VtSyW,202344.49000000002,4.0,0
1999,0.821,0.585,6.0,-6.314,1.0,0.261,0.318,1.81e-05,0.17,0.686,144.065,0EYjF9DjYtP5S5VkiwF2nV,169482.449,4.0,1
2000,0.753,0.577,6.0,-5.282,1.0,0.196,0.0487,6.08e-06,0.53,0.582,152.195,4lMeIutIcRAMltnmhYNZIR,130690.612,4.0,1
2001,0.733,0.708,6.0,-4.957,1.0,0.0937,0.0325,0.000327,0.324,0.694,93.021,43NqTeL8pgBxKHPMiJKUP5,218200.816,4.0,0
2002,0.86,0.815,1.0,-3.489,1.0,0.242,0.194,6.84e-05,0.0651,0.692,90.074,0WPxLebZfb2ratPznK7iiT,161593.469,4.0,0
2003,0.4,0.697,0.0,-5.57,1.0,0.0541,0.00599,0.000359,0.318,0.511,202.847,4Hf2Y8mG8LDZCfeycD93PP,125309.38799999999,4.0,0
2004,0.788,0.745,11.0,-4.417,0.0,0.0448,0.352,4.56e-05,0.0973,0.79,94.002,62vDrkBEyJYEOFj1ScBqM7,193906.93899999998,4.0,1
2005,0.641,0.314,6.0,-13.316,1.0,0.0894,0.899,0.0,0.0704,0.248,135.795,179ZbLKBvXsLiRhZKuXzFx,196414.694,4.0,0
2006,0.589,0.811,1.0,-5.052,0.0,0.0429,0.473,0.0,0.114,0.166,119.969,3kYlKr1xGsBS7mluB9W7AV,281208.163,4.0,0
2007,0.513,0.528,1.0,-6.006,1.0,0.0344,0.58,0.0,0.0787,0.281,75.034,5jYSfgej05fk3oMUeccGn3,243774.69400000002,4.0,0
2008,0.413,0.408,9.0,-9.698,0.0,0.0914,0.824,0.000319,0.0956,0.122,127.634,7AN1KbwvnECFalvusCj5dB,256548.57099999997,4.0,0
2009,0.849,0.68,1.0,-5.769,1.0,0.0654,0.149,0.000594,0.0752,0.804,82.041,6meEDmBf6yW7TAomOxWuu5,155454.694,4.0,1
2010,0.73,0.855,11.0,-4.48,0.0,0.0527,0.505,0.0123,0.073,0.941,90.013,4MFgV2dr0HONMfF3MPwDAI,101172.24500000001,4.0,0
2011,0.894,0.77,4.0,-6.764,1.0,0.123,0.308,4.17e-06,0.0664,0.513,101.013,0c9el19vQhPJSzBjUD0RDl,138031.02000000002,4.0,0
2012,0.769,0.592,3.0,-5.5,0.0,0.0578,0.0142,1.07e-06,0.102,0.611,110.005,0fy1zbusOeX2ZWbCmsShuc,206733.061,4.0,1
2013,0.627,0.8,1.0,-6.945,1.0,0.162,0.21,0.000123,0.137,0.912,175.815,2EVv4Vxu3HGPr32CQecgHx,249443.26499999998,4.0,0
2014,0.746,0.653,7.0,-6.745,1.0,0.289,0.378,0.0,0.229,0.672,75.016,2EEeOnHehOozLq4aS0n6SL,216189.388,4.0,1
2015,0.629,0.573,5.0,-5.523,0.0,0.36,0.392,0.000113,0.13,0.24,179.965,5kz5xxalI7xapafCAvWlb1,152816.327,4.0,1
2016,0.598,0.563,9.0,-11.456,1.0,0.0899,0.699,2.41e-05,0.0557,0.96,80.95,4NYvYMZDaWKoZmgULprctU,217260.40800000002,4.0,0
2017,0.723,0.927,4.0,-3.066,1.0,0.0766,0.168,0.957,0.29,0.0347,150.03,3hzelPptWzx0OrSDTyIuuy,152398.367,4.0,0
2018,0.668,0.732,11.0,-7.524,0.0,0.109,0.0803,3.4e-05,0.0646,0.717,173.892,7wIhVi3SJb0inxUplr6Gsi,231810.612,4.0,1
2019,0.805,0.786,1.0,-4.418,1.0,0.0364,0.199,0.0,0.197,0.751,94.983,58smOywZbVu8AjWutppiQA,181786.122,4.0,1
2020,0.827,0.518,10.0,-8.156,0.0,0.343,0.164,0.375,0.61,0.584,80.729,0tAFy8LVdMQgW6A6Nq7olS,192653.06100000002,4.0,1
2021,0.67,0.731,1.0,-5.428,0.0,0.0846,0.158,9.33e-06,0.403,0.84,135.99,3PYZWh5KZ6VlXHDlwDVJUt,199288.163,4.0,1
2022,0.548,0.839,6.0,-2.371,1.0,0.0644,0.135,0.0,0.102,0.314,98.932,4QVS8YCpK71R4FsxSMCjhP,219533.06100000002,4.0,0
2023,0.375,0.528,7.0,-6.996,1.0,0.2,0.0885,0.0,0.199,0.208,167.903,5VyfAYWMwfKc6hHkId4ouQ,199941.22400000002,4.0,0
2024,0.671,0.693,11.0,-5.76,1.0,0.0336,0.34,0.00101,0.312,0.694,98.02,1TOXAf0QvKd0qcG6uwYMJu,172669.388,4.0,0
2025,0.716,0.588,1.0,-3.952,1.0,0.116,0.152,0.0,0.0847,0.707,165.896,0gWbAFRcUyZKdfUxEOuOiD,182099.592,4.0,1
2026,0.777,0.751,1.0,-5.692,1.0,0.133,0.245,0.0,0.1,0.191,177.894,0LyZGZEZcFqpeF8bAfx3v0,271960.81600000005,4.0,0
2027,0.601,0.36,9.0,-7.791,0.0,0.0877,0.586,0.0,0.0882,0.335,124.993,0qxLQ6opocOGyFnlXqJ53x,273084.082,4.0,0
2028,0.813,0.699,8.0,-9.564,0.0,0.114,0.132,0.0448,0.0659,0.779,94.006,4cHCdnHDWhNUmglHola72x,245263.673,4.0,0
2030,0.531,0.723,4.0,-7.648,1.0,0.207,0.169,0.0,0.17,0.659,99.893,46HJeviTNZPVbPqBpktrrZ,211356.735,4.0,0
2031,0.66,0.503,9.0,-5.501,1.0,0.34,0.131,0.0,0.13,0.396,175.896,5cBrOhKDyiJF9bPGUHKkG0,166504.49,4.0,1
2032,0.815,0.755,5.0,-5.678,1.0,0.0498,0.749,0.0673,0.112,0.763,102.978,48BBynvMm4jmI7hZ9hgPtU,162011.429,4.0,1
2033,0.612,0.605,5.0,-6.49,1.0,0.0311,0.0114,0.00011,0.31,0.201,94.964,1QYZ5D5pNSRm0Bo7B3Yhv8,236721.633,4.0,1
2034,0.647,0.158,6.0,-8.508,1.0,0.0371,0.922,0.0,0.09,0.374,145.783,3u5a3bXuU7fh48gVxNO2SU,264907.755,4.0,1
2035,0.86,0.226,11.0,-12.491,1.0,0.0405,0.862,0.0,0.178,0.631,102.004,2BlQ5wpVCsw3JFbwTuiaCI,184894.694,4.0,1
2036,0.314,0.526,0.0,-4.686,0.0,0.0484,0.428,0.0,0.126,0.195,78.643,1POlsQls16ppLPVmr4FGLt,192287.347,5.0,1
2037,0.521,0.877,7.0,-5.444,1.0,0.0683,0.0132,0.0806,0.0929,0.199,180.007,5id3Rqn7SPj1LX4FfY4nGz,205374.69400000002,4.0,0
2038,0.554,0.614,1.0,-5.098,1.0,0.0306,0.764,0.0,0.0811,0.345,136.637,7DoqhkAgBkDW4wC7m071IO,242886.531,4.0,0
2040,0.88,0.56,11.0,-6.707,0.0,0.133,0.0483,0.00337,0.116,0.654,144.055,7aeVjMwmfh2srL7TDmCS3F,179591.837,4.0,0
2041,0.786,0.24,6.0,-9.636,0.0,0.0367,0.867,0.0,0.107,0.745,96.948,36DjdK3W3ZJNZg3x9N3Bmq,248607.347,4.0,1
2042,0.505,0.544,7.0,-7.607,0.0,0.18,0.726,0.0,0.41,0.753,75.511,0hDphSo7vI7gCjEPpD6gu0,141191.837,4.0,1
2043,0.426,0.527,1.0,-8.358,1.0,0.247,0.572,0.0054,0.109,0.351,103.911,5WNk4S933Vo4lMywkRlOb0,210625.30599999998,4.0,0
2044,0.869,0.422,1.0,-8.151,1.0,0.523,0.0377,0.0,0.253,0.339,138.006,3EO0tGvdBCw6vdChaNvVlc,134008.163,4.0,0
2045,0.512,0.559,1.0,-5.498,1.0,0.0253,0.0843,0.0,0.0696,0.193,85.017,7xpraKSakDJ6WWgjQEtvgT,228231.837,4.0,1
2046,0.886,0.723,10.0,-4.308,0.0,0.108,0.0238,2.38e-06,0.29,0.592,99.967,0VPNFOlKdqyiatS8tBvyQC,190014.694,4.0,0
2048,0.562,0.829,10.0,-3.386,0.0,0.0516,0.00568,7.43e-06,0.0401,0.744,185.055,4uernaqrGGvb2ncMd4wibP,223033.46899999998,4.0,0
2049,0.745,0.62,11.0,-8.24,1.0,0.148,0.0131,0.0,0.118,0.603,99.985,0GkkiqqRdjqmRDrWfTdemH,237975.51,4.0,1
2050,0.573,0.739,0.0,-5.74,1.0,0.129,0.0285,0.0,0.111,0.451,97.085,0prNGof3XqfTvNDxHonvdK,222693.87800000003,4.0,0
2051,0.851,0.591,1.0,-5.684,1.0,0.0549,0.301,0.000178,0.148,0.689,135.014,3AWky2v71zota6Ho85ZKPz,172120.816,4.0,0
2052,0.769,0.636,9.0,-10.117,1.0,0.13,0.165,1.1e-06,0.361,0.677,149.875,2RJixHT6LsQkzvCsgUxVaf,243774.69400000002,4.0,1
2053,0.558,0.488,2.0,-6.368,1.0,0.0263,0.39,8.06e-05,0.11,0.239,111.04,1WzBCT0troGMY5G4Obgkdx,235415.51,3.0,1
2054,0.913,0.391,4.0,-11.158,0.0,0.368,0.272,0.0,0.0666,0.713,141.05,3aAmQOxRPeKDL0HMWFA5qn,176587.75499999998,4.0,1
2055,0.885,0.654,6.0,-8.959,1.0,0.109,0.729,0.0344,0.146,0.616,120.048,0Cy7uOfTjJrmHkNEPBBZxf,190876.735,4.0,1
2056,0.754,0.692,8.0,-4.578,0.0,0.23,0.396,4.03e-06,0.0372,0.712,96.991,4y1e15rA5kOni3PKZg3vqq,222824.49,4.0,1
2057,0.957,0.754,11.0,-11.545,0.0,0.143,0.000985,0.0,0.067,0.961,127.861,36TBMtrW4x7bHW8LH8rnRr,245080.816,4.0,1
2058,0.885,0.834,3.0,-3.374,1.0,0.0394,0.403,3.22e-05,0.0865,0.84,124.018,4QWumyD2uwiePBBha9XBHI,226977.959,4.0,0
2059,0.846,0.81,9.0,-3.332,0.0,0.0867,0.222,0.0,0.139,0.762,135.074,2hkwwmmLC90T8BQ7t3xufq,158432.653,4.0,0
2061,0.837,0.67,6.0,-8.862,0.0,0.153,0.0898,0.0,0.0598,0.817,136.037,0nrsjQzpO68cDqGwgeLw2q,142132.24500000002,4.0,1
2062,0.495,0.609,5.0,-6.141,0.0,0.0338,0.551,0.0,0.132,0.416,74.985,6hn9CSjXEgKKx0B1ejnmKj,191895.51,4.0,0
2063,0.284,0.704,2.0,-7.276,1.0,0.186,0.00583,0.000115,0.0424,0.1,191.702,45aBsnKRWUzhwbcqOJLwfe,240587.75499999998,4.0,1
2064,0.888,0.7,9.0,-5.077,1.0,0.0536,0.194,2.63e-06,0.311,0.603,95.015,4KP9dagbB3Da9jnpfIEG7P,202318.367,4.0,1
2065,0.823,0.821,8.0,-3.402,0.0,0.166,0.31,4.28e-06,0.143,0.791,99.999,2bgcUk2A3jjKbCJ7KPquTi,213786.122,4.0,1
2066,0.8,0.669,1.0,-12.898,1.0,0.0546,0.19,2.35e-05,0.0609,0.721,117.015,3zb856RMKFjdvWre0TKcmA,187637.551,4.0,0
2067,0.876,0.85,1.0,-5.75,0.0,0.163,0.0118,0.0067,0.111,0.962,122.666,5y4LzSvS2dNrg118O939D4,157779.592,5.0,0
2069,0.71,0.811,4.0,-6.602,1.0,0.158,0.0351,0.036,0.342,0.153,140.049,5qRQlmN61ZJgORrvL4X0nS,129123.265,4.0,1
2070,0.603,0.834,1.0,-2.339,0.0,0.0287,0.353,0.0,0.0989,0.555,102.038,5NkpsRKvSBukdYQtl3WLZW,219402.449,4.0,0
2072,0.61,0.505,1.0,-7.682,1.0,0.429,0.013,0.0,0.364,0.615,163.848,08ia51KbTcfs4QVT5lAyBQ,124708.57100000001,4.0,0
2073,0.928,0.836,9.0,0.773,1.0,0.324,0.208,0.0,0.153,0.721,136.943,5MMeINLSxq28YwDpBd9WdC,119457.959,4.0,0
2075,0.908,0.815,9.0,-2.799,1.0,0.0754,0.222,0.0,0.186,0.816,114.999,7ykzY68SWz5u3qv69Gkcma,217025.306,4.0,0
2076,0.823,0.537,8.0,-2.627,1.0,0.211,0.176,3.75e-06,0.124,0.608,175.965,4loQgPwJHocL3dFwLfjb1J,228179.592,4.0,1
2077,0.771,0.75,4.0,-6.195,0.0,0.114,0.425,0.000156,0.107,0.643,97.035,6DbZwWUURZRu4Zqi2h2L5k,207281.633,4.0,1
2078,0.846,0.324,2.0,-12.434,1.0,0.667,0.0107,0.0,0.0966,0.399,143.988,222CYzFdozaJ8D7TL0Eo0u,253022.041,4.0,0
2079,0.72,0.763,9.0,-4.068,0.0,0.0523,0.406,0.0,0.18,0.742,101.965,5knuzwU65gJK7IF5yJsuaW,249861.224,4.0,1
2080,0.826,0.764,11.0,-4.341,0.0,0.0522,0.337,0.0,0.161,0.761,126.9,4U0JLGFHJpEnDS5w8F7ngE,238445.714,4.0,1
2081,0.811,0.403,5.0,-10.785,1.0,0.0445,0.447,0.0,0.25,0.389,93.994,5j9eyp0YnOKzAjQyXXXSeb,228675.918,4.0,1
2082,0.783,0.836,0.0,-9.223,0.0,0.0486,0.396,0.0236,0.135,0.831,108.966,5zWZ9iNevP0397xB3jWV2z,221022.041,4.0,0
2083,0.827,0.693,8.0,-8.183,1.0,0.539,0.318,0.0,0.126,0.47,130.027,2vhHrCZqTtZO7GrUJ18pTH,143647.347,4.0,0
2084,0.722,0.536,0.0,-10.174,1.0,0.0792,0.201,0.00137,0.181,0.646,94.958,3JGdx22wRdGswqUSxqCjlw,236826.122,4.0,0
2085,0.488,0.87,6.0,-4.185,0.0,0.0421,0.00353,0.0,0.484,0.211,110.072,2SrC3eKJkbnz4WWJufgBTS,185835.102,4.0,0
2086,0.892,0.684,7.0,-6.193,1.0,0.306,0.217,0.0,0.0427,0.418,134.947,32UHy2kDV9vbbXSVuEmxwL,262164.898,4.0,0
2087,0.512,0.884,6.0,-5.659,0.0,0.168,0.0016,0.00215,0.0763,0.649,154.019,1rFAG22RkvaM6BlpWQoZ47,215222.85700000002,4.0,1
2088,0.872,0.423,1.0,-7.337,1.0,0.213,0.142,9.5e-06,0.104,0.373,95.98,22XFe65IH0P2RY0uowBqdI,148244.89800000002,4.0,0
2089,0.849,0.781,0.0,-4.635,0.0,0.159,0.406,0.0,0.0801,0.893,84.041,4SJHHpKhcuXwDsCsPqshXj,219480.816,4.0,0
2090,0.791,0.64,5.0,-5.876,1.0,0.0468,0.134,0.0,0.371,0.616,138.043,5EmRdnYpBnMWFu8PLGxYYj,213968.97999999998,4.0,1
2091,0.66,0.941,1.0,-5.341,0.0,0.0318,0.00292,2.24e-06,0.952,0.829,134.797,7y3sNbsTDiStfPoDtsvcbG,203833.469,4.0,0
2092,0.376,0.442,7.0,-9.938,0.0,0.0456,0.607,0.0,0.131,0.648,144.533,6zgL8Krj7e501kje22i4qZ,265978.77599999995,4.0,1
2093,0.436,0.409,5.0,-4.438,1.0,0.0533,0.499,0.000166,0.38,0.363,98.357,2NbsBSshscKIPRG3kwBbfo,160365.714,3.0,1
2094,0.585,0.0413,1.0,-19.447,1.0,0.0953,0.973,0.0,0.111,0.354,77.968,0rUeyAypoUUFzobbSWOe0U,77792.653,4.0,0
2095,0.488,0.756,3.0,-8.041,0.0,0.545,0.434,0.0,0.106,0.57,69.083,5MnJ6tGWbP6vgPha9XqYP6,229459.59199999998,1.0,0
2096,0.769,0.821,1.0,-2.866,0.0,0.0319,0.0856,0.0,0.121,0.684,104.013,21HaVKuhtUswIXMx9Nglp2,143333.878,4.0,0
2097,0.469,0.773,0.0,-4.741,1.0,0.196,0.104,0.0,0.0753,0.308,204.103,1z15fhSgN6U2k4gqA1Zu4j,212662.857,4.0,0
2098,0.594,0.203,5.0,-6.563,1.0,0.0358,0.426,0.00101,0.0938,0.578,120.08,3PItqZ3Gi5aHCvtyxQOJzt,56450.612,4.0,0
