track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Poland,74,Lil Yachty,75,Poland,83200,spotify:track:74loibzxXRL875X20kenvk,0.695,0.555,5,-8.5,0,0.0509,0.141,0.826,0.11,0.26,150.024,audio_features,74loibzxXRL875X20kenvk,spotify:track:74loibzxXRL875X20kenvk,https://api.spotify.com/v1/tracks/74loibzxXRL875X20kenvk,https://api.spotify.com/v1/audio-analysis/74loibzxXRL875X20kenvk,83200,4
Kill Bill - Sped Up Version,79,SZA,87,Kill Bill,137528,spotify:track:2ty6DmPnxVPpEFuB23XM0x,0.678,0.798,10,-5.195,1,0.0316,0.0383,0.269,0.126,0.509,99.941,audio_features,2ty6DmPnxVPpEFuB23XM0x,spotify:track:2ty6DmPnxVPpEFuB23XM0x,https://api.spotify.com/v1/tracks/2ty6DmPnxVPpEFuB23XM0x,https://api.spotify.com/v1/audio-analysis/2ty6DmPnxVPpEFuB23XM0x,137528,4
changes,49,Diphda,32,changes,127384,spotify:track:0jLQ1SiuIfS1RQZgG70bel,0.549,0.15,11,-14.758,1,0.041,0.944,0.0,0.0889,0.468,129.328,audio_features,0jLQ1SiuIfS1RQZgG70bel,spotify:track:0jLQ1SiuIfS1RQZgG70bel,https://api.spotify.com/v1/tracks/0jLQ1SiuIfS1RQZgG70bel,https://api.spotify.com/v1/audio-analysis/0jLQ1SiuIfS1RQZgG70bel,127385,4
Romantic Homicide,1,d4vd,77,Romantic Homicide,132630,spotify:track:4jonEzO6nIIBt5xPGsyOA0,0.556,0.55,6,-10.601,1,0.034,0.447,0.0104,0.321,0.196,131.969,audio_features,4jonEzO6nIIBt5xPGsyOA0,spotify:track:4jonEzO6nIIBt5xPGsyOA0,https://api.spotify.com/v1/tracks/4jonEzO6nIIBt5xPGsyOA0,https://api.spotify.com/v1/audio-analysis/4jonEzO6nIIBt5xPGsyOA0,132631,4
NOSTYLIST,73,Destroy Lonely,70,NO STYLIST,180000,spotify:track:42tD9J0KCPFSc1d2hFTvAf,0.567,0.773,11,-5.166,0,0.0775,0.0396,0.0,0.111,0.496,160.08,audio_features,42tD9J0KCPFSc1d2hFTvAf,spotify:track:42tD9J0KCPFSc1d2hFTvAf,https://api.spotify.com/v1/tracks/42tD9J0KCPFSc1d2hFTvAf,https://api.spotify.com/v1/audio-analysis/42tD9J0KCPFSc1d2hFTvAf,180000,4
Only You,47,Jaeger,36,Only You,183589,spotify:track:5bOYVyXylwoNLEcltPAqxD,0.616,0.79,11,-7.521,0,0.0772,0.0181,0.0,0.122,0.584,116.925,audio_features,5bOYVyXylwoNLEcltPAqxD,spotify:track:5bOYVyXylwoNLEcltPAqxD,https://api.spotify.com/v1/tracks/5bOYVyXylwoNLEcltPAqxD,https://api.spotify.com/v1/audio-analysis/5bOYVyXylwoNLEcltPAqxD,183590,4
die first,70,Nessa Barrett,67,die first,177108,spotify:track:21szgNA72iLwvBxHQLgwBh,0.444,0.669,8,-6.727,0,0.125,0.0669,0.0,0.124,0.44,183.441,audio_features,21szgNA72iLwvBxHQLgwBh,spotify:track:21szgNA72iLwvBxHQLgwBh,https://api.spotify.com/v1/tracks/21szgNA72iLwvBxHQLgwBh,https://api.spotify.com/v1/audio-analysis/21szgNA72iLwvBxHQLgwBh,177109,4
Day 'N' Nite,46,Rxm リム,43,Day 'N' Nite,139130,spotify:track:0qiXgpdPRE8osbyrXGJsBx,0.827,0.856,4,-3.944,0,0.177,0.593,0.000329,0.191,0.881,138.04,audio_features,0qiXgpdPRE8osbyrXGJsBx,spotify:track:0qiXgpdPRE8osbyrXGJsBx,https://api.spotify.com/v1/tracks/0qiXgpdPRE8osbyrXGJsBx,https://api.spotify.com/v1/audio-analysis/0qiXgpdPRE8osbyrXGJsBx,139130,4
B.O.T.A. (Baddest Of Them All) - Edit,82,Eliza Rose,61,B.O.T.A. (Baddest Of Them All),226626,spotify:track:39JofJHEtg8I4fSyo7Imft,0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,audio_features,39JofJHEtg8I4fSyo7Imft,spotify:track:39JofJHEtg8I4fSyo7Imft,https://api.spotify.com/v1/tracks/39JofJHEtg8I4fSyo7Imft,https://api.spotify.com/v1/audio-analysis/39JofJHEtg8I4fSyo7Imft,226627,4
Feel the Healing,41,Meric,45,Feel the Healing,135996,spotify:track:38Lln6qpL3prfXTi0rIZqs,0.605,0.954,0,-3.448,0,0.212,0.0454,0.0,0.229,0.438,138.025,audio_features,38Lln6qpL3prfXTi0rIZqs,spotify:track:38Lln6qpL3prfXTi0rIZqs,https://api.spotify.com/v1/tracks/38Lln6qpL3prfXTi0rIZqs,https://api.spotify.com/v1/audio-analysis/38Lln6qpL3prfXTi0rIZqs,135652,4
L$d,62,Luclover,41,Deaf 2 Society,103440,spotify:track:6f7jHMkHBJ9HVat7wjfkOr,0.863,0.348,3,-17.432,0,0.515,0.144,0.0,0.11,0.899,130.117,audio_features,6f7jHMkHBJ9HVat7wjfkOr,spotify:track:6f7jHMkHBJ9HVat7wjfkOr,https://api.spotify.com/v1/tracks/6f7jHMkHBJ9HVat7wjfkOr,https://api.spotify.com/v1/audio-analysis/6f7jHMkHBJ9HVat7wjfkOr,103440,4
golden hour,22,JVKE,79,golden hour,209259,spotify:track:6GD1eomgaGT1Epto6Q5eAo,0.511,0.594,1,-4.799,0,0.0316,0.651,0.177,0.249,0.143,94.473,audio_features,6GD1eomgaGT1Epto6Q5eAo,spotify:track:6GD1eomgaGT1Epto6Q5eAo,https://api.spotify.com/v1/tracks/6GD1eomgaGT1Epto6Q5eAo,https://api.spotify.com/v1/audio-analysis/6GD1eomgaGT1Epto6Q5eAo,209260,3
The Girl,42,INTRN,36,The Girl,138750,spotify:track:7Dw770W1ZtqQkYDZO5jcnY,0.425,0.0617,7,-15.142,1,0.0345,0.947,3e-06,0.11,0.299,135.387,audio_features,7Dw770W1ZtqQkYDZO5jcnY,spotify:track:7Dw770W1ZtqQkYDZO5jcnY,https://api.spotify.com/v1/tracks/7Dw770W1ZtqQkYDZO5jcnY,https://api.spotify.com/v1/audio-analysis/7Dw770W1ZtqQkYDZO5jcnY,138750,5
Paro - Speed Up,68,Nej,63,Paro (Speed Up),153800,spotify:track:5NyBRRP1S6g9wTt4nR2448,0.651,0.829,5,-5.266,0,0.128,0.233,0.00313,0.401,0.246,106.62,audio_features,5NyBRRP1S6g9wTt4nR2448,spotify:track:5NyBRRP1S6g9wTt4nR2448,https://api.spotify.com/v1/tracks/5NyBRRP1S6g9wTt4nR2448,https://api.spotify.com/v1/audio-analysis/5NyBRRP1S6g9wTt4nR2448,153800,4
TV,87,Billie Eilish,86,Guitar Songs,281380,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,audio_features,3GYlZ7tbxLOxe6ewMNVTkw,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/tracks/3GYlZ7tbxLOxe6ewMNVTkw,https://api.spotify.com/v1/audio-analysis/3GYlZ7tbxLOxe6ewMNVTkw,281381,4
Someone You Loved,40,Valentin,34,"falling out of love, songs",181090,spotify:track:47hJYBDckFqxQlpmqSj8Wk,0.623,0.271,0,-11.946,1,0.0309,0.527,0.000246,0.0909,0.0676,109.973,audio_features,47hJYBDckFqxQlpmqSj8Wk,spotify:track:47hJYBDckFqxQlpmqSj8Wk,https://api.spotify.com/v1/tracks/47hJYBDckFqxQlpmqSj8Wk,https://api.spotify.com/v1/audio-analysis/47hJYBDckFqxQlpmqSj8Wk,181091,4
omg,49,Gloria Kim,45,omg,142372,spotify:track:0Ni3UTucdl8y2j3EG4w5PB,0.729,0.84,9,-4.953,0,0.0324,0.0274,0.000771,0.0721,0.796,117.982,audio_features,0Ni3UTucdl8y2j3EG4w5PB,spotify:track:0Ni3UTucdl8y2j3EG4w5PB,https://api.spotify.com/v1/tracks/0Ni3UTucdl8y2j3EG4w5PB,https://api.spotify.com/v1/audio-analysis/0Ni3UTucdl8y2j3EG4w5PB,142373,4
Pink Venom,75,BLACKPINK,82,Pink Venom,186964,spotify:track:0skYUMpS0AcbpjcGsAbRGj,0.798,0.697,0,-7.139,1,0.0891,0.0202,0.0,0.259,0.745,90.031,audio_features,0skYUMpS0AcbpjcGsAbRGj,spotify:track:0skYUMpS0AcbpjcGsAbRGj,https://api.spotify.com/v1/tracks/0skYUMpS0AcbpjcGsAbRGj,https://api.spotify.com/v1/audio-analysis/0skYUMpS0AcbpjcGsAbRGj,186964,4
Does She Know,0,Besomorph,60,Does She Know,139063,spotify:track:242pTkgoQTlXM8LnhMZ0XU,0.574,0.689,3,-6.008,0,0.0563,0.584,0.0,0.275,0.27,119.799,audio_features,242pTkgoQTlXM8LnhMZ0XU,spotify:track:242pTkgoQTlXM8LnhMZ0XU,https://api.spotify.com/v1/tracks/242pTkgoQTlXM8LnhMZ0XU,https://api.spotify.com/v1/audio-analysis/242pTkgoQTlXM8LnhMZ0XU,139064,4
dumb dumb,72,mazie,56,the rainbow cassette,125256,spotify:track:4qbEaaJ29p32GI8EWQmm6R,0.783,0.472,2,-8.392,1,0.0427,0.22,0.000458,0.0798,0.589,122.052,audio_features,4qbEaaJ29p32GI8EWQmm6R,spotify:track:4qbEaaJ29p32GI8EWQmm6R,https://api.spotify.com/v1/tracks/4qbEaaJ29p32GI8EWQmm6R,https://api.spotify.com/v1/audio-analysis/4qbEaaJ29p32GI8EWQmm6R,125256,4
rises the moon,85,Liana Flores,63,recently,161929,spotify:track:51Grh1RyUDcMBbpuyUIUHI,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35,audio_features,51Grh1RyUDcMBbpuyUIUHI,spotify:track:51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/tracks/51Grh1RyUDcMBbpuyUIUHI,https://api.spotify.com/v1/audio-analysis/51Grh1RyUDcMBbpuyUIUHI,161929,3
FAKE,54,Besomorph,60,FAKE,136000,spotify:track:4xZ3gU3bsLUDXkv7xS0phG,0.503,0.582,1,-7.179,0,0.0663,0.18,0.0,0.131,0.0763,120.333,audio_features,4xZ3gU3bsLUDXkv7xS0phG,spotify:track:4xZ3gU3bsLUDXkv7xS0phG,https://api.spotify.com/v1/tracks/4xZ3gU3bsLUDXkv7xS0phG,https://api.spotify.com/v1/audio-analysis/4xZ3gU3bsLUDXkv7xS0phG,136000,4
DESPECHÁ,84,ROSALÍA,82,DESPECHÁ,157017,spotify:track:5ildQOEKmJuWGl2vRkFdYc,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,audio_features,5ildQOEKmJuWGl2vRkFdYc,spotify:track:5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,157018,4
Mary On A Cross,84,Ghost,74,Seven Inches Of Satanic Panic,244804,spotify:track:2HZLXBOnaSRhXStMLrq9fD,0.466,0.9,11,-4.469,1,0.0447,0.000235,0.00104,0.103,0.561,130.02,audio_features,2HZLXBOnaSRhXStMLrq9fD,spotify:track:2HZLXBOnaSRhXStMLrq9fD,https://api.spotify.com/v1/tracks/2HZLXBOnaSRhXStMLrq9fD,https://api.spotify.com/v1/audio-analysis/2HZLXBOnaSRhXStMLrq9fD,244804,4
Doja,88,Central Cee,82,Doja,97392,spotify:track:3LtpKP5abr2qqjunvjlX5i,0.911,0.573,6,-7.43,1,0.288,0.38,0.0,0.403,0.972,140.04,audio_features,3LtpKP5abr2qqjunvjlX5i,spotify:track:3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,97393,4
let me love you,46,Adriel Rivera,31,"falling in love, songs",184000,spotify:track:5KQ6Ao3KkBmX0mKklIGP2r,0.726,0.482,9,-10.533,1,0.0435,0.0957,4.18e-05,0.137,0.656,89.999,audio_features,5KQ6Ao3KkBmX0mKklIGP2r,spotify:track:5KQ6Ao3KkBmX0mKklIGP2r,https://api.spotify.com/v1/tracks/5KQ6Ao3KkBmX0mKklIGP2r,https://api.spotify.com/v1/audio-analysis/5KQ6Ao3KkBmX0mKklIGP2r,184000,4
Atlantis,88,Seafret,68,Tell Me It's Real (Expanded Edition),229173,spotify:track:1Fid2jjqsHViMX6xNH70hE,0.4,0.479,8,-7.989,0,0.0308,0.0529,2.14e-06,0.115,0.213,166.159,audio_features,1Fid2jjqsHViMX6xNH70hE,spotify:track:1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/tracks/1Fid2jjqsHViMX6xNH70hE,https://api.spotify.com/v1/audio-analysis/1Fid2jjqsHViMX6xNH70hE,229173,4
Love Me Faster,44,Meric,45,Love Me Faster,135652,spotify:track:1XinNsmHb0c1cvfsARHqyz,0.674,0.977,0,-4.984,0,0.132,0.0718,0.00104,0.108,0.506,138.04,audio_features,1XinNsmHb0c1cvfsARHqyz,spotify:track:1XinNsmHb0c1cvfsARHqyz,https://api.spotify.com/v1/tracks/1XinNsmHb0c1cvfsARHqyz,https://api.spotify.com/v1/audio-analysis/1XinNsmHb0c1cvfsARHqyz,135652,4
Light Switch,13,Charlie Puth,81,Light Switch,185680,spotify:track:1BSMpVGWs3v5BZKnAQziAc,0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,audio_features,1BSMpVGWs3v5BZKnAQziAc,spotify:track:1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/tracks/1BSMpVGWs3v5BZKnAQziAc,https://api.spotify.com/v1/audio-analysis/1BSMpVGWs3v5BZKnAQziAc,185681,4
Ready Or Not,45,Drama B,50,Ready Or Not,142285,spotify:track:2NOWXfMgQIFwrC5AFJmD2z,0.578,0.804,10,-7.448,0,0.218,0.354,4.98e-06,0.111,0.158,105.049,audio_features,2NOWXfMgQIFwrC5AFJmD2z,spotify:track:2NOWXfMgQIFwrC5AFJmD2z,https://api.spotify.com/v1/tracks/2NOWXfMgQIFwrC5AFJmD2z,https://api.spotify.com/v1/audio-analysis/2NOWXfMgQIFwrC5AFJmD2z,142286,5
Ice On My Baby (feat. Kevin Gates) - Remix,67,Yung Bleu,63,Ice On My Baby (feat. Kevin Gates) [Remix],199520,spotify:track:6muW8cSjJ3rusKJ0vH5olw,0.762,0.52,5,-5.237,0,0.0959,0.0675,3.95e-06,0.114,0.0862,75.047,audio_features,6muW8cSjJ3rusKJ0vH5olw,spotify:track:6muW8cSjJ3rusKJ0vH5olw,https://api.spotify.com/v1/tracks/6muW8cSjJ3rusKJ0vH5olw,https://api.spotify.com/v1/audio-analysis/6muW8cSjJ3rusKJ0vH5olw,199520,4
what about your boyfriend?,48,Meric,45,what about your boyfriend?,160285,spotify:track:4OqVZThHFzi88ir8F5agSs,0.776,0.675,7,-8.638,1,0.173,0.0969,0.105,0.216,0.236,139.911,audio_features,4OqVZThHFzi88ir8F5agSs,spotify:track:4OqVZThHFzi88ir8F5agSs,https://api.spotify.com/v1/tracks/4OqVZThHFzi88ir8F5agSs,https://api.spotify.com/v1/audio-analysis/4OqVZThHFzi88ir8F5agSs,160286,4
Hotel,76,Montell Fish,69,Hotel,197333,spotify:track:0JzG1wJuB4v9UPkSE7LMXi,0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,audio_features,0JzG1wJuB4v9UPkSE7LMXi,spotify:track:0JzG1wJuB4v9UPkSE7LMXi,https://api.spotify.com/v1/tracks/0JzG1wJuB4v9UPkSE7LMXi,https://api.spotify.com/v1/audio-analysis/0JzG1wJuB4v9UPkSE7LMXi,197333,4
Unstoppable,83,Sia,81,This Is Acting,217746,spotify:track:2J2Z1SkXYghSajLibnQHOa,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,audio_features,2J2Z1SkXYghSajLibnQHOa,spotify:track:2J2Z1SkXYghSajLibnQHOa,https://api.spotify.com/v1/tracks/2J2Z1SkXYghSajLibnQHOa,https://api.spotify.com/v1/audio-analysis/2J2Z1SkXYghSajLibnQHOa,217747,4
Toxic,47,Besomorph,60,Toxic,204042,spotify:track:0SXmDmLbhs58mBqTrD3cc3,0.43,0.528,2,-7.321,1,0.0887,0.323,0.0,0.428,0.151,139.266,audio_features,0SXmDmLbhs58mBqTrD3cc3,spotify:track:0SXmDmLbhs58mBqTrD3cc3,https://api.spotify.com/v1/tracks/0SXmDmLbhs58mBqTrD3cc3,https://api.spotify.com/v1/audio-analysis/0SXmDmLbhs58mBqTrD3cc3,204043,4
Dandelions - slowed + reverb,77,Ruth B.,72,Dandelions (slowed + reverb),268717,spotify:track:6fhG2KJgwO7CrNflRaRmvp,0.573,0.715,8,-3.293,0,0.0256,0.0444,0.0,0.0898,0.258,101.699,audio_features,6fhG2KJgwO7CrNflRaRmvp,spotify:track:6fhG2KJgwO7CrNflRaRmvp,https://api.spotify.com/v1/tracks/6fhG2KJgwO7CrNflRaRmvp,https://api.spotify.com/v1/audio-analysis/6fhG2KJgwO7CrNflRaRmvp,268717,3
In My Dreams,50,Besomorph,60,In My Dreams,171692,spotify:track:2zmzEwlmb5wtGvTuS2Sjrg,0.572,0.743,2,-6.713,0,0.0982,0.03,0.0,0.093,0.343,129.984,audio_features,2zmzEwlmb5wtGvTuS2Sjrg,spotify:track:2zmzEwlmb5wtGvTuS2Sjrg,https://api.spotify.com/v1/tracks/2zmzEwlmb5wtGvTuS2Sjrg,https://api.spotify.com/v1/audio-analysis/2zmzEwlmb5wtGvTuS2Sjrg,171692,4
Cool Kids,76,Echosmith,56,Talking Dreams (Deluxe Edition),237626,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,audio_features,13P5rwmk2EsoFRIz9UCeh9,spotify:track:13P5rwmk2EsoFRIz9UCeh9,https://api.spotify.com/v1/tracks/13P5rwmk2EsoFRIz9UCeh9,https://api.spotify.com/v1/audio-analysis/13P5rwmk2EsoFRIz9UCeh9,237627,4
Burn Our Bridges Down,48,RIELL,55,Burn Our Bridges Down,213993,spotify:track:1I4wRSEnqLRMTsqKR4bbxh,0.636,0.53,5,-5.629,0,0.0351,0.392,0.0,0.113,0.177,117.983,audio_features,1I4wRSEnqLRMTsqKR4bbxh,spotify:track:1I4wRSEnqLRMTsqKR4bbxh,https://api.spotify.com/v1/tracks/1I4wRSEnqLRMTsqKR4bbxh,https://api.spotify.com/v1/audio-analysis/1I4wRSEnqLRMTsqKR4bbxh,213993,4
Angel Baby,80,Troye Sivan,75,Angel Baby,220779,spotify:track:2m6Ko3CY1qXNNja8AlugNc,0.559,0.559,11,-6.425,1,0.0358,0.0145,0.0,0.138,0.338,72.498,audio_features,2m6Ko3CY1qXNNja8AlugNc,spotify:track:2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/tracks/2m6Ko3CY1qXNNja8AlugNc,https://api.spotify.com/v1/audio-analysis/2m6Ko3CY1qXNNja8AlugNc,220780,4
Do It To It,84,ACRAZE,65,Do It To It,157890,spotify:track:20on25jryn53hWghthWWW3,0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,audio_features,20on25jryn53hWghthWWW3,spotify:track:20on25jryn53hWghthWWW3,https://api.spotify.com/v1/tracks/20on25jryn53hWghthWWW3,https://api.spotify.com/v1/audio-analysis/20on25jryn53hWghthWWW3,157890,4
Numb Little Bug,77,Em Beihold,72,Numb Little Bug,169237,spotify:track:3o9kpgkIcffx0iSwxhuNI2,0.742,0.527,8,-6.892,0,0.0769,0.327,0.0,0.25,0.638,84.974,audio_features,3o9kpgkIcffx0iSwxhuNI2,spotify:track:3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/tracks/3o9kpgkIcffx0iSwxhuNI2,https://api.spotify.com/v1/audio-analysis/3o9kpgkIcffx0iSwxhuNI2,169238,4
Too Late,35,BRAN,46,Too Late,127741,spotify:track:2HTFsJX14lj7BaKkBzqpTF,0.526,0.664,5,-11.902,0,0.162,0.557,2.88e-06,0.494,0.132,123.948,audio_features,2HTFsJX14lj7BaKkBzqpTF,spotify:track:2HTFsJX14lj7BaKkBzqpTF,https://api.spotify.com/v1/tracks/2HTFsJX14lj7BaKkBzqpTF,https://api.spotify.com/v1/audio-analysis/2HTFsJX14lj7BaKkBzqpTF,127742,4
Love You So,0,The King Khan & BBQ Show,37,The King Khan & BBQ Show,225240,spotify:track:4msYRkezQgynuZNubvVbHk,0.389,0.896,5,-2.622,1,0.0599,0.79,0.00436,0.501,0.653,115.143,audio_features,4msYRkezQgynuZNubvVbHk,spotify:track:4msYRkezQgynuZNubvVbHk,https://api.spotify.com/v1/tracks/4msYRkezQgynuZNubvVbHk,https://api.spotify.com/v1/audio-analysis/4msYRkezQgynuZNubvVbHk,225240,4
go - Higher & Faster,0,Cat Burns,65,go (Higher & Faster),171439,spotify:track:3KQfm7tt72I1Bv0umREOvi,0.739,0.303,10,-8.529,0,0.0515,0.9,0.0,0.0934,0.619,113.1,audio_features,3KQfm7tt72I1Bv0umREOvi,spotify:track:3KQfm7tt72I1Bv0umREOvi,https://api.spotify.com/v1/tracks/3KQfm7tt72I1Bv0umREOvi,https://api.spotify.com/v1/audio-analysis/3KQfm7tt72I1Bv0umREOvi,171439,4
Destination Calabria,40,Rxm リム,43,Destination Calabria,157440,spotify:track:4E0S1H4CBKG6m8lmSAUL3c,0.772,0.866,11,-3.494,1,0.0418,0.0509,0.731,0.215,0.0503,124.981,audio_features,4E0S1H4CBKG6m8lmSAUL3c,spotify:track:4E0S1H4CBKG6m8lmSAUL3c,https://api.spotify.com/v1/tracks/4E0S1H4CBKG6m8lmSAUL3c,https://api.spotify.com/v1/audio-analysis/4E0S1H4CBKG6m8lmSAUL3c,157440,4
Love Grows (Where My Rosemary Goes),78,Edison Lighthouse,55,Love Grows (Where My Rosemary Goes) & Other Gems,174760,spotify:track:5Ts1DYOuouQLgzTaisxWYh,0.568,0.824,9,-4.613,1,0.0299,0.403,0.0,0.0855,0.753,108.625,audio_features,5Ts1DYOuouQLgzTaisxWYh,spotify:track:5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/tracks/5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/audio-analysis/5Ts1DYOuouQLgzTaisxWYh,174760,4
Only Love Can Hurt Like This - Slowed Down Version,73,Paloma Faith,66,Only Love Can Hurt Like This (Slowed Down Version),257743,spotify:track:48CKzGWOC65n8a8kdANJV8,0.554,0.854,6,-6.263,0,0.0567,0.102,9.26e-05,0.554,0.387,82.012,audio_features,48CKzGWOC65n8a8kdANJV8,spotify:track:48CKzGWOC65n8a8kdANJV8,https://api.spotify.com/v1/tracks/48CKzGWOC65n8a8kdANJV8,https://api.spotify.com/v1/audio-analysis/48CKzGWOC65n8a8kdANJV8,257744,4
Me and Your Mama,8,Childish Gambino,76,"""Awaken, My Love!""",379226,spotify:track:31tf1qEai5o5f4r66Kd0pU,0.554,0.433,5,-12.628,1,0.0341,0.0116,0.0449,0.0667,0.237,117.996,audio_features,31tf1qEai5o5f4r66Kd0pU,spotify:track:31tf1qEai5o5f4r66Kd0pU,https://api.spotify.com/v1/tracks/31tf1qEai5o5f4r66Kd0pU,https://api.spotify.com/v1/audio-analysis/31tf1qEai5o5f4r66Kd0pU,379227,3
Lost Myself To You,48,Besomorph,60,Lost Myself To You,148500,spotify:track:2hZXL9FpkPhwvTGxwcl115,0.634,0.511,3,-10.843,0,0.0703,0.403,0.0,0.159,0.24,119.989,audio_features,2hZXL9FpkPhwvTGxwcl115,spotify:track:2hZXL9FpkPhwvTGxwcl115,https://api.spotify.com/v1/tracks/2hZXL9FpkPhwvTGxwcl115,https://api.spotify.com/v1/audio-analysis/2hZXL9FpkPhwvTGxwcl115,148500,4
Infinity,85,Jaymes Young,66,Feel Something,237720,spotify:track:1SOClUWhOi8vHZYMz3GluK,0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,audio_features,1SOClUWhOi8vHZYMz3GluK,spotify:track:1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/tracks/1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/audio-analysis/1SOClUWhOi8vHZYMz3GluK,237720,4
End It,0,RIELL,55,End It,196009,spotify:track:3QUJwa3YeaSeJXUJ2unfZk,0.704,0.789,9,-5.334,0,0.235,0.112,0.0,0.0773,0.685,150.019,audio_features,3QUJwa3YeaSeJXUJ2unfZk,spotify:track:3QUJwa3YeaSeJXUJ2unfZk,https://api.spotify.com/v1/tracks/3QUJwa3YeaSeJXUJ2unfZk,https://api.spotify.com/v1/audio-analysis/3QUJwa3YeaSeJXUJ2unfZk,196010,4
I Love You So,0,The Walters,68,Songs for Dads,160253,spotify:track:1175r6ZmkUjX8dRJLz9Ohk,0.578,0.669,10,-4.898,1,0.0377,0.65,0.0,0.13,0.503,75.995,audio_features,1175r6ZmkUjX8dRJLz9Ohk,spotify:track:1175r6ZmkUjX8dRJLz9Ohk,https://api.spotify.com/v1/tracks/1175r6ZmkUjX8dRJLz9Ohk,https://api.spotify.com/v1/audio-analysis/1175r6ZmkUjX8dRJLz9Ohk,160254,4
Notion,0,The Rare Occasions,62,Futureproof,195120,spotify:track:4cHKd6qPMR1TMx55KHlida,0.307,0.884,9,-3.825,1,0.0813,0.0678,0.00103,0.0849,0.314,159.579,audio_features,4cHKd6qPMR1TMx55KHlida,spotify:track:4cHKd6qPMR1TMx55KHlida,https://api.spotify.com/v1/tracks/4cHKd6qPMR1TMx55KHlida,https://api.spotify.com/v1/audio-analysis/4cHKd6qPMR1TMx55KHlida,195121,4
When Angels Lie,45,Besomorph,60,When Angels Lie,150500,spotify:track:0RmUjfvAxzX7fuCONnFcSo,0.549,0.609,9,-8.613,0,0.0927,0.54,0.0,0.193,0.295,119.967,audio_features,0RmUjfvAxzX7fuCONnFcSo,spotify:track:0RmUjfvAxzX7fuCONnFcSo,https://api.spotify.com/v1/tracks/0RmUjfvAxzX7fuCONnFcSo,https://api.spotify.com/v1/audio-analysis/0RmUjfvAxzX7fuCONnFcSo,150500,4
505,89,Arctic Monkeys,85,Favourite Worst Nightmare,253586,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,audio_features,0BxE4FqsDD1Ot4YuBXwAPp,spotify:track:0BxE4FqsDD1Ot4YuBXwAPp,https://api.spotify.com/v1/tracks/0BxE4FqsDD1Ot4YuBXwAPp,https://api.spotify.com/v1/audio-analysis/0BxE4FqsDD1Ot4YuBXwAPp,253587,4
30 Days,42,Arya,27,30 Days,179591,spotify:track:44mKJH9xNJoe31NXSYvQu5,0.702,0.797,6,-4.521,1,0.11,0.0777,0.0,0.0333,0.966,146.885,audio_features,44mKJH9xNJoe31NXSYvQu5,spotify:track:44mKJH9xNJoe31NXSYvQu5,https://api.spotify.com/v1/tracks/44mKJH9xNJoe31NXSYvQu5,https://api.spotify.com/v1/audio-analysis/44mKJH9xNJoe31NXSYvQu5,179592,4
