track_name,track_pop,artist,artist_pop,album,length,track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Jiggle Jiggle,70,Duke & Jones,50,Jiggle Jiggle,97208,spotify:track:1I4lCSP69P74nU3a6Su5L2,0.864,0.412,1,-5.886,1,0.273,0.458,0.00087,0.124,0.654,99.992,audio_features,1I4lCSP69P74nU3a6Su5L2,spotify:track:1I4lCSP69P74nU3a6Su5L2,https://api.spotify.com/v1/tracks/1I4lCSP69P74nU3a6Su5L2,https://api.spotify.com/v1/audio-analysis/1I4lCSP69P74nU3a6Su5L2,97209,4
Can't Help Myself,49,99 Percent,40,Can't Help Myself,154754,spotify:track:2yicVJl6Tv5Nmb3FiJEb8S,0.872,0.69,5,-4.305,0,0.0568,0.0196,0.0,0.231,0.863,114.0,audio_features,2yicVJl6Tv5Nmb3FiJEb8S,spotify:track:2yicVJl6Tv5Nmb3FiJEb8S,https://api.spotify.com/v1/tracks/2yicVJl6Tv5Nmb3FiJEb8S,https://api.spotify.com/v1/audio-analysis/2yicVJl6Tv5Nmb3FiJEb8S,154755,4
Life Goes On,78,Oliver Tree,73,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",161803,spotify:track:0eu4C55hL6x29mmeAjytzC,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,audio_features,0eu4C55hL6x29mmeAjytzC,spotify:track:0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/tracks/0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/audio-analysis/0eu4C55hL6x29mmeAjytzC,161803,4
Dinero,72,Trinidad Cardona,58,Dinero,160880,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,audio_features,3ggtU1ZOKO8ZNiqPNyXGcm,spotify:track:3ggtU1ZOKO8ZNiqPNyXGcm,https://api.spotify.com/v1/tracks/3ggtU1ZOKO8ZNiqPNyXGcm,https://api.spotify.com/v1/audio-analysis/3ggtU1ZOKO8ZNiqPNyXGcm,160880,4
Naughty Girl,44,mavzy grx,37,Naughty Girl,113280,spotify:track:6VtJWMy5bhOHAAy4Yakvk4,0.704,0.993,1,-2.688,1,0.163,0.0377,0.0,0.336,0.546,125.107,audio_features,6VtJWMy5bhOHAAy4Yakvk4,spotify:track:6VtJWMy5bhOHAAy4Yakvk4,https://api.spotify.com/v1/tracks/6VtJWMy5bhOHAAy4Yakvk4,https://api.spotify.com/v1/audio-analysis/6VtJWMy5bhOHAAy4Yakvk4,113280,4
I Hate U,74,SZA,87,I Hate U,174000,spotify:track:5dXWFMwD7I7zXsInONVl0H,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,audio_features,5dXWFMwD7I7zXsInONVl0H,spotify:track:5dXWFMwD7I7zXsInONVl0H,https://api.spotify.com/v1/tracks/5dXWFMwD7I7zXsInONVl0H,https://api.spotify.com/v1/audio-analysis/5dXWFMwD7I7zXsInONVl0H,174000,5
Woman,88,Doja Cat,84,Planet Her,172626,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,audio_features,6Uj1ctrBOjOas8xZXGqKk4,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/tracks/6Uj1ctrBOjOas8xZXGqKk4,https://api.spotify.com/v1/audio-analysis/6Uj1ctrBOjOas8xZXGqKk4,172627,4
Leave The Door Open,10,Bruno Mars,86,Leave The Door Open,242096,spotify:track:7MAibcTli4IisCtbHKrGMh,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,7MAibcTli4IisCtbHKrGMh,spotify:track:7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/tracks/7MAibcTli4IisCtbHKrGMh,https://api.spotify.com/v1/audio-analysis/7MAibcTli4IisCtbHKrGMh,242096,4
I AM WOMAN,74,Emmy Meli,51,I AM WOMAN,232813,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,0.646,0.471,10,-9.247,1,0.157,0.122,0.0,0.125,0.455,170.084,audio_features,3nOz1U41SZZ0N3fuUWr9nb,spotify:track:3nOz1U41SZZ0N3fuUWr9nb,https://api.spotify.com/v1/tracks/3nOz1U41SZZ0N3fuUWr9nb,https://api.spotify.com/v1/audio-analysis/3nOz1U41SZZ0N3fuUWr9nb,232813,4
Dark Side,48,Boostereo,50,Dark Side,170322,spotify:track:1SW4DLVcfj3Q6pwHw555OM,0.632,0.818,7,-3.375,0,0.0506,0.0267,0.0,0.0898,0.617,123.993,audio_features,1SW4DLVcfj3Q6pwHw555OM,spotify:track:1SW4DLVcfj3Q6pwHw555OM,https://api.spotify.com/v1/tracks/1SW4DLVcfj3Q6pwHw555OM,https://api.spotify.com/v1/audio-analysis/1SW4DLVcfj3Q6pwHw555OM,170323,4
One Kiss (with Dua Lipa),89,Calvin Harris,84,One Kiss (with Dua Lipa),214846,spotify:track:7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,spotify:track:7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/tracks/7ef4DlsgrMEH11cDZd32M6,https://api.spotify.com/v1/audio-analysis/7ef4DlsgrMEH11cDZd32M6,214847,4
Vacation,68,Dirty Heads,64,Vacation,209721,spotify:track:7cdy4PbCdDZZNjyxoZyE0c,0.736,0.751,8,-5.588,1,0.034,0.0381,0.0,0.105,0.839,150.064,audio_features,7cdy4PbCdDZZNjyxoZyE0c,spotify:track:7cdy4PbCdDZZNjyxoZyE0c,https://api.spotify.com/v1/tracks/7cdy4PbCdDZZNjyxoZyE0c,https://api.spotify.com/v1/audio-analysis/7cdy4PbCdDZZNjyxoZyE0c,209722,4
Wet,39,Will Ryte,39,Wet,113548,spotify:track:6DGNFyds4RkJKwa6z9Tt2e,0.689,0.569,5,-9.286,0,0.0873,0.793,1.46e-06,0.0979,0.359,92.994,audio_features,6DGNFyds4RkJKwa6z9Tt2e,spotify:track:6DGNFyds4RkJKwa6z9Tt2e,https://api.spotify.com/v1/tracks/6DGNFyds4RkJKwa6z9Tt2e,https://api.spotify.com/v1/audio-analysis/6DGNFyds4RkJKwa6z9Tt2e,113548,4
Kiss Me More (feat. SZA),81,Doja Cat,84,Kiss Me More (feat. SZA),208866,spotify:track:748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,audio_features,748mdHapucXQri7IAO8yFK,spotify:track:748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/tracks/748mdHapucXQri7IAO8yFK,https://api.spotify.com/v1/audio-analysis/748mdHapucXQri7IAO8yFK,208867,4
Mask Off,85,Future,88,FUTURE,204600,spotify:track:0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
Beggin',87,Måneskin,78,Chosen,211560,spotify:track:3Wrjm47oTz2sjIgck11l5e,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4
good 4 u,89,Olivia Rodrigo,84,SOUR,178146,spotify:track:4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147,4
Heart's Not Moving On,52,Zombic,55,Heart's Not Moving On,168981,spotify:track:6Rkn9Omfz1B2yWGwODazbc,0.626,0.734,7,-5.15,1,0.203,0.105,0.0,0.363,0.658,130.94,audio_features,6Rkn9Omfz1B2yWGwODazbc,spotify:track:6Rkn9Omfz1B2yWGwODazbc,https://api.spotify.com/v1/tracks/6Rkn9Omfz1B2yWGwODazbc,https://api.spotify.com/v1/audio-analysis/6Rkn9Omfz1B2yWGwODazbc,168982,4
Infinity,52,Jaymes Young,66,Feel Something (Deluxe),237720,spotify:track:1TLwVV7m4TFZJrsG9qGVXh,0.671,0.673,11,-6.941,0,0.0444,0.15,5.16e-05,0.304,0.493,121.96,audio_features,1TLwVV7m4TFZJrsG9qGVXh,spotify:track:1TLwVV7m4TFZJrsG9qGVXh,https://api.spotify.com/v1/tracks/1TLwVV7m4TFZJrsG9qGVXh,https://api.spotify.com/v1/audio-analysis/1TLwVV7m4TFZJrsG9qGVXh,237720,4
Jalebi Baby (Tesher x Jason Derulo),74,Tesher,60,Jalebi Baby (Tesher x Jason Derulo),169154,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,0.691,0.829,0,-7.179,1,0.0412,0.0289,0.0,0.254,0.866,93.059,audio_features,6FvSS3Goz7OC8oCC2eWqe8,spotify:track:6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/tracks/6FvSS3Goz7OC8oCC2eWqe8,https://api.spotify.com/v1/audio-analysis/6FvSS3Goz7OC8oCC2eWqe8,169154,4
Guarded,38,Will Ryte,39,Guarded,100392,spotify:track:1e0tRVTB2K7bN7AvPdN6p5,0.691,0.473,4,-9.719,0,0.0434,0.601,0.000101,0.108,0.576,76.49,audio_features,1e0tRVTB2K7bN7AvPdN6p5,spotify:track:1e0tRVTB2K7bN7AvPdN6p5,https://api.spotify.com/v1/tracks/1e0tRVTB2K7bN7AvPdN6p5,https://api.spotify.com/v1/audio-analysis/1e0tRVTB2K7bN7AvPdN6p5,100392,4
Frozen,73,Madonna,79,Frozen,120157,spotify:track:6lknMmJZALXxx7emwwZWLX,0.706,0.633,1,-9.584,1,0.0419,0.267,0.0192,0.175,0.375,110.005,audio_features,6lknMmJZALXxx7emwwZWLX,spotify:track:6lknMmJZALXxx7emwwZWLX,https://api.spotify.com/v1/tracks/6lknMmJZALXxx7emwwZWLX,https://api.spotify.com/v1/audio-analysis/6lknMmJZALXxx7emwwZWLX,120157,4
Talking to the Moon,79,Bruno Mars,86,Doo-Wops & Hooligans,217866,spotify:track:1wVuPmvt6AWvTL5W2GJnzZ,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,audio_features,1wVuPmvt6AWvTL5W2GJnzZ,spotify:track:1wVuPmvt6AWvTL5W2GJnzZ,https://api.spotify.com/v1/tracks/1wVuPmvt6AWvTL5W2GJnzZ,https://api.spotify.com/v1/audio-analysis/1wVuPmvt6AWvTL5W2GJnzZ,217867,4
Astronaut In The Ocean,79,Masked Wolf,64,Astronaut In The Ocean,132780,spotify:track:3Ofmpyhv5UAQ70mENzB277,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,audio_features,3Ofmpyhv5UAQ70mENzB277,spotify:track:3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/tracks/3Ofmpyhv5UAQ70mENzB277,https://api.spotify.com/v1/audio-analysis/3Ofmpyhv5UAQ70mENzB277,132780,4
Better Days (NEIKED x Mae Muller x Polo G),81,NEIKED,61,Better Days (NEIKED x Mae Muller x Polo G),160656,spotify:track:6f5ExP43esnvdKPddwKXJH,0.717,0.671,0,-5.077,0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657,4
Buss It,0,Erica Banks,47,Buss It,188734,spotify:track:6NWdgyVsjp2bJ11PToXCr1,0.918,0.434,9,-9.541,1,0.173,0.569,3.14e-06,0.123,0.75,109.997,audio_features,6NWdgyVsjp2bJ11PToXCr1,spotify:track:6NWdgyVsjp2bJ11PToXCr1,https://api.spotify.com/v1/tracks/6NWdgyVsjp2bJ11PToXCr1,https://api.spotify.com/v1/audio-analysis/6NWdgyVsjp2bJ11PToXCr1,188735,4
Murder In My Mind,89,Kordhell,75,Murder In My Mind,145000,spotify:track:6qyS9qBy0mEk3qYaH8mPss,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06e-05,0.128,0.568,119.966,audio_features,6qyS9qBy0mEk3qYaH8mPss,spotify:track:6qyS9qBy0mEk3qYaH8mPss,https://api.spotify.com/v1/tracks/6qyS9qBy0mEk3qYaH8mPss,https://api.spotify.com/v1/audio-analysis/6qyS9qBy0mEk3qYaH8mPss,145000,4
Running Up That Hill (A Deal With God),40,Kate Bush,67,Hounds Of Love,298933,spotify:track:75FEaRjZTKLhTrFGsfMUXR,0.629,0.547,10,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,108.375,audio_features,75FEaRjZTKLhTrFGsfMUXR,spotify:track:75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/tracks/75FEaRjZTKLhTrFGsfMUXR,https://api.spotify.com/v1/audio-analysis/75FEaRjZTKLhTrFGsfMUXR,298933,4
She Knows (feat. Amber Coffman & Cults),81,J. Cole,84,Born Sinner (Deluxe Version),296520,spotify:track:0Fs9cdPDhptWEDJmiCbkEW,0.766,0.74,1,-10.363,1,0.0807,0.0193,0.0784,0.229,0.183,118.008,audio_features,0Fs9cdPDhptWEDJmiCbkEW,spotify:track:0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/tracks/0Fs9cdPDhptWEDJmiCbkEW,https://api.spotify.com/v1/audio-analysis/0Fs9cdPDhptWEDJmiCbkEW,296520,4
Good Time,37,Amero,47,Good Time,117966,spotify:track:4orTckxpGQ1Qd7tnqmuXjw,0.653,0.603,7,-11.747,0,0.0503,0.42,0.000277,0.139,0.453,117.993,audio_features,4orTckxpGQ1Qd7tnqmuXjw,spotify:track:4orTckxpGQ1Qd7tnqmuXjw,https://api.spotify.com/v1/tracks/4orTckxpGQ1Qd7tnqmuXjw,https://api.spotify.com/v1/audio-analysis/4orTckxpGQ1Qd7tnqmuXjw,117966,4
Would I Lie To You,57,BAYZY,43,Would I Lie To You,129756,spotify:track:3GHHMFQzeuStWfG45ee3FA,0.708,0.834,8,-5.219,0,0.0318,0.00144,0.000914,0.109,0.494,123.009,audio_features,3GHHMFQzeuStWfG45ee3FA,spotify:track:3GHHMFQzeuStWfG45ee3FA,https://api.spotify.com/v1/tracks/3GHHMFQzeuStWfG45ee3FA,https://api.spotify.com/v1/audio-analysis/3GHHMFQzeuStWfG45ee3FA,129756,4
Easy On Me,85,Adele,83,30,224694,spotify:track:46IZ0fSY2mpAiktS3KOqds,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,audio_features,46IZ0fSY2mpAiktS3KOqds,spotify:track:46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695,4
Switch Up,38,Jt5k,33,So Far From Home,105324,spotify:track:2zy0hweEndWyds17TTqBkt,0.722,0.669,6,-6.915,0,0.341,0.081,0.0,0.0706,0.438,153.931,audio_features,2zy0hweEndWyds17TTqBkt,spotify:track:2zy0hweEndWyds17TTqBkt,https://api.spotify.com/v1/tracks/2zy0hweEndWyds17TTqBkt,https://api.spotify.com/v1/audio-analysis/2zy0hweEndWyds17TTqBkt,105325,4
Rumble,74,Skrillex,76,Rumble,146571,spotify:track:1GfBLbAhZUWdseuDqhocmn,0.81,0.836,1,-7.721,0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,audio_features,1GfBLbAhZUWdseuDqhocmn,spotify:track:1GfBLbAhZUWdseuDqhocmn,https://api.spotify.com/v1/tracks/1GfBLbAhZUWdseuDqhocmn,https://api.spotify.com/v1/audio-analysis/1GfBLbAhZUWdseuDqhocmn,146571,4
Cinema,37,Dtrch,31,Cinema,140631,spotify:track:5WV5NQAeFfPfvBZKRkyRjJ,0.631,0.773,9,-5.52,1,0.0385,0.00701,0.0,0.0995,0.192,127.906,audio_features,5WV5NQAeFfPfvBZKRkyRjJ,spotify:track:5WV5NQAeFfPfvBZKRkyRjJ,https://api.spotify.com/v1/tracks/5WV5NQAeFfPfvBZKRkyRjJ,https://api.spotify.com/v1/audio-analysis/5WV5NQAeFfPfvBZKRkyRjJ,140631,4
Teenage Dirtbag,77,Wheatus,58,Wheatus,241666,spotify:track:25FTMokYEbEWHEdss5JLZS,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,audio_features,25FTMokYEbEWHEdss5JLZS,spotify:track:25FTMokYEbEWHEdss5JLZS,https://api.spotify.com/v1/tracks/25FTMokYEbEWHEdss5JLZS,https://api.spotify.com/v1/audio-analysis/25FTMokYEbEWHEdss5JLZS,241667,4
Need to Know,83,Doja Cat,84,Planet Her,210560,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,0.664,0.609,1,-6.509,1,0.0707,0.304,0.0,0.0926,0.194,130.041,audio_features,3Vi5XqYrmQgOYBajMWSvCi,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/tracks/3Vi5XqYrmQgOYBajMWSvCi,https://api.spotify.com/v1/audio-analysis/3Vi5XqYrmQgOYBajMWSvCi,210560,4
Ghost,37,NEMESIS,38,Ghost,142062,spotify:track:7kS3K7q8XJDPS9X7iXlr08,0.661,0.647,2,-8.513,1,0.0639,0.0129,0.0,0.113,0.0756,126.078,audio_features,7kS3K7q8XJDPS9X7iXlr08,spotify:track:7kS3K7q8XJDPS9X7iXlr08,https://api.spotify.com/v1/tracks/7kS3K7q8XJDPS9X7iXlr08,https://api.spotify.com/v1/audio-analysis/7kS3K7q8XJDPS9X7iXlr08,142062,4
Hurts Like Hell,46,Joakim Molitor,31,Hurts Like Hell,195775,spotify:track:6D5UZC67k5Em3z2UfMNqxG,0.707,0.833,7,-4.922,1,0.0468,0.1,1.87e-05,0.232,0.51,123.988,audio_features,6D5UZC67k5Em3z2UfMNqxG,spotify:track:6D5UZC67k5Em3z2UfMNqxG,https://api.spotify.com/v1/tracks/6D5UZC67k5Em3z2UfMNqxG,https://api.spotify.com/v1/audio-analysis/6D5UZC67k5Em3z2UfMNqxG,195776,4
MONEY,83,LISA,77,LALISA,168227,spotify:track:7hU3IHwjX150XLoTVmjD0q,0.831,0.554,1,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,140.026,audio_features,7hU3IHwjX150XLoTVmjD0q,spotify:track:7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/tracks/7hU3IHwjX150XLoTVmjD0q,https://api.spotify.com/v1/audio-analysis/7hU3IHwjX150XLoTVmjD0q,168228,4
Freaks,87,Surf Curse,66,Freaks,147062,spotify:track:7EkWXAI1wn8Ii883ecd9xr,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,audio_features,7EkWXAI1wn8Ii883ecd9xr,spotify:track:7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/tracks/7EkWXAI1wn8Ii883ecd9xr,https://api.spotify.com/v1/audio-analysis/7EkWXAI1wn8Ii883ecd9xr,147062,4
Blinding Lights,93,The Weeknd,93,After Hours,200040,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,audio_features,0VjIjW4GlUZAMYd2vXMi3b,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/tracks/0VjIjW4GlUZAMYd2vXMi3b,https://api.spotify.com/v1/audio-analysis/0VjIjW4GlUZAMYd2vXMi3b,200040,4
Thot Shit,71,Megan Thee Stallion,75,Thot Shit,184634,spotify:track:5zNW5ARjYhJQJz1AChP33n,0.95,0.693,9,-3.424,1,0.0898,0.0133,0.0,0.173,0.891,130.02,audio_features,5zNW5ARjYhJQJz1AChP33n,spotify:track:5zNW5ARjYhJQJz1AChP33n,https://api.spotify.com/v1/tracks/5zNW5ARjYhJQJz1AChP33n,https://api.spotify.com/v1/audio-analysis/5zNW5ARjYhJQJz1AChP33n,184635,4
When Hello Means Goodbye,47,Alex Alexander,41,On My Way,158160,spotify:track:5TiaU2Q2JZQzO59aV8vtcP,0.741,0.475,2,-7.665,1,0.205,0.0214,0.0,0.351,0.597,166.016,audio_features,5TiaU2Q2JZQzO59aV8vtcP,spotify:track:5TiaU2Q2JZQzO59aV8vtcP,https://api.spotify.com/v1/tracks/5TiaU2Q2JZQzO59aV8vtcP,https://api.spotify.com/v1/audio-analysis/5TiaU2Q2JZQzO59aV8vtcP,158160,4
Habits (Stay High),37,MWH,19,Habits (Stay High),158100,spotify:track:27Qtzs2v2kueAqOtwjyLE0,0.797,0.614,5,-11.219,1,0.168,0.0705,0.0,0.543,0.336,125.984,audio_features,27Qtzs2v2kueAqOtwjyLE0,spotify:track:27Qtzs2v2kueAqOtwjyLE0,https://api.spotify.com/v1/tracks/27Qtzs2v2kueAqOtwjyLE0,https://api.spotify.com/v1/audio-analysis/27Qtzs2v2kueAqOtwjyLE0,158100,4
Beautiful Mistakes (feat. Megan Thee Stallion),82,Maroon 5,83,JORDI (Deluxe),227395,spotify:track:5zFglKYiknIxks8geR8rcL,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,audio_features,5zFglKYiknIxks8geR8rcL,spotify:track:5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,https://api.spotify.com/v1/audio-analysis/5zFglKYiknIxks8geR8rcL,227395,4
RAPSTAR,6,Polo G,80,RAPSTAR,165925,spotify:track:43PGPuHIlVOc04jrZVh9L6,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,audio_features,43PGPuHIlVOc04jrZVh9L6,spotify:track:43PGPuHIlVOc04jrZVh9L6,https://api.spotify.com/v1/tracks/43PGPuHIlVOc04jrZVh9L6,https://api.spotify.com/v1/audio-analysis/43PGPuHIlVOc04jrZVh9L6,165926,4
Ain't Shit,81,Doja Cat,84,Planet Her,174253,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,0.855,0.488,3,-4.601,1,0.208,0.506,0.0,0.347,0.619,124.097,audio_features,5lAnYvAIkSDNXqfo7DyFUm,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,https://api.spotify.com/v1/tracks/5lAnYvAIkSDNXqfo7DyFUm,https://api.spotify.com/v1/audio-analysis/5lAnYvAIkSDNXqfo7DyFUm,174253,4
That Could Be Us,61,Lucas Estrada,64,That Could Be Us,124957,spotify:track:5Jo1DvQ6auXLFx6QD3SC5I,0.831,0.842,0,-4.945,1,0.0276,0.112,0.000338,0.0832,0.695,120.031,audio_features,5Jo1DvQ6auXLFx6QD3SC5I,spotify:track:5Jo1DvQ6auXLFx6QD3SC5I,https://api.spotify.com/v1/tracks/5Jo1DvQ6auXLFx6QD3SC5I,https://api.spotify.com/v1/audio-analysis/5Jo1DvQ6auXLFx6QD3SC5I,124958,4
Toxic Pony,70,ALTÉGO,56,Toxic Pony,198041,spotify:track:6QHXcb0eFwOKZOZ9bOFmxm,0.775,0.652,0,-9.906,1,0.152,0.00757,0.000598,0.105,0.922,143.08,audio_features,6QHXcb0eFwOKZOZ9bOFmxm,spotify:track:6QHXcb0eFwOKZOZ9bOFmxm,https://api.spotify.com/v1/tracks/6QHXcb0eFwOKZOZ9bOFmxm,https://api.spotify.com/v1/audio-analysis/6QHXcb0eFwOKZOZ9bOFmxm,198042,4
Say It Right,83,Nelly Furtado,74,Loose,223080,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,0.872,0.872,1,-6.328,1,0.139,0.0476,0.00112,0.0543,0.809,116.948,audio_features,2aI21FnmY7TJVKeMaoQZ0t,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/tracks/2aI21FnmY7TJVKeMaoQZ0t,https://api.spotify.com/v1/audio-analysis/2aI21FnmY7TJVKeMaoQZ0t,223080,4
Heart of Glass,46,Nito-Onna,56,Heart of Glass,144244,spotify:track:0oJNUbobAD9a4oVjJGOqGy,0.75,0.838,9,-5.132,1,0.124,0.194,7.99e-06,0.313,0.397,123.89,audio_features,0oJNUbobAD9a4oVjJGOqGy,spotify:track:0oJNUbobAD9a4oVjJGOqGy,https://api.spotify.com/v1/tracks/0oJNUbobAD9a4oVjJGOqGy,https://api.spotify.com/v1/audio-analysis/0oJNUbobAD9a4oVjJGOqGy,144245,4
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,75,Nathan Evans,61,Wellerman (Sea Shanty / 220 KID x Billen Ted Remix),116750,spotify:track:3iw6V4LH7yPj1ESORX9RIN,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,audio_features,3iw6V4LH7yPj1ESORX9RIN,spotify:track:3iw6V4LH7yPj1ESORX9RIN,https://api.spotify.com/v1/tracks/3iw6V4LH7yPj1ESORX9RIN,https://api.spotify.com/v1/audio-analysis/3iw6V4LH7yPj1ESORX9RIN,116750,4
So Pretty,66,Reyanna Maria,45,So Pretty,85741,spotify:track:1yLTcitjbEJr7a4jyDB0Lz,0.799,0.543,10,-6.094,0,0.24,0.0512,0.0425,0.134,0.25,187.906,audio_features,1yLTcitjbEJr7a4jyDB0Lz,spotify:track:1yLTcitjbEJr7a4jyDB0Lz,https://api.spotify.com/v1/tracks/1yLTcitjbEJr7a4jyDB0Lz,https://api.spotify.com/v1/audio-analysis/1yLTcitjbEJr7a4jyDB0Lz,85742,4
Todo De Ti,81,Rauw Alejandro,88,Todo De Ti,199604,spotify:track:4fSIb4hdOQ151TILNsSEaF,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,audio_features,4fSIb4hdOQ151TILNsSEaF,spotify:track:4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/tracks/4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/audio-analysis/4fSIb4hdOQ151TILNsSEaF,199604,4
Peaches (feat. Daniel Caesar & Giveon),86,Justin Bieber,87,Justice,198081,spotify:track:4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082,4
Dopamine,37,Alex Alexander,41,On My Way,136213,spotify:track:1v6wmQg54jBEGpARPrry7N,0.741,0.691,11,-6.39,0,0.0248,0.0051,0.00815,0.0933,0.827,112.015,audio_features,1v6wmQg54jBEGpARPrry7N,spotify:track:1v6wmQg54jBEGpARPrry7N,https://api.spotify.com/v1/tracks/1v6wmQg54jBEGpARPrry7N,https://api.spotify.com/v1/audio-analysis/1v6wmQg54jBEGpARPrry7N,136213,4
